Gamma_gx2_d	Gamma=-50.	Gamma=-49.5	Gamma=-49.	Gamma=-48.5	Gamma=-48.	Gamma=-47.5	Gamma=-47.	Gamma=-46.5	Gamma=-46.	Gamma=-45.5	Gamma=-45.	Gamma=-44.5	Gamma=-44.	Gamma=-43.5	Gamma=-43.	Gamma=-42.5	Gamma=-42.	Gamma=-41.5	Gamma=-41.	Gamma=-40.5	Gamma=-40.	Gamma=-39.5	Gamma=-39.	Gamma=-38.5	Gamma=-38.	Gamma=-37.5	Gamma=-37.	Gamma=-36.5	Gamma=-36.	Gamma=-35.5	Gamma=-35.	Gamma=-34.5	Gamma=-34.	Gamma=-33.5	Gamma=-33.	Gamma=-32.5	Gamma=-32.	Gamma=-31.5	Gamma=-31.	Gamma=-30.5	Gamma=-30.	Gamma=-29.5	Gamma=-29.	Gamma=-28.5	Gamma=-28.	Gamma=-27.5	Gamma=-27.	Gamma=-26.5	Gamma=-26.	Gamma=-25.5	Gamma=-25.	Gamma=-24.5	Gamma=-24.	Gamma=-23.5	Gamma=-23.	Gamma=-22.5	Gamma=-22.	Gamma=-21.5	Gamma=-21.	Gamma=-20.5	Gamma=-20.	Gamma=-19.5	Gamma=-19.	Gamma=-18.5	Gamma=-18.	Gamma=-17.5	Gamma=-17.	Gamma=-16.5	Gamma=-16.	Gamma=-15.5	Gamma=-15.	Gamma=-14.5	Gamma=-14.	Gamma=-13.5	Gamma=-13.	Gamma=-12.5	Gamma=-12.	Gamma=-11.5	Gamma=-11.	Gamma=-10.5	Gamma=-10.	Gamma=-9.5	Gamma=-9.	Gamma=-8.5	Gamma=-8.	Gamma=-7.5	Gamma=-7.	Gamma=-6.5	Gamma=-6.	Gamma=-5.5	Gamma=-5.	Gamma=-4.5	Gamma=-4.	Gamma=-3.5	Gamma=-3.	Gamma=-2.5	Gamma=-2.	Gamma=-1.5	Gamma=-1.	Gamma=-0.5	Gamma=0.	Gamma=0.5	Gamma=1.	Gamma=1.5	Gamma=2.	Gamma=2.5	Gamma=3.	Gamma=3.5	Gamma=4.	Gamma=4.5	Gamma=5.	Gamma=5.5	Gamma=6.	Gamma=6.5	Gamma=7.	Gamma=7.5	Gamma=8.	Gamma=8.5	Gamma=9.	Gamma=9.5	Gamma=10.	Gamma=10.5	Gamma=11.	Gamma=11.5	Gamma=12.	Gamma=12.5	Gamma=13.	Gamma=13.5	Gamma=14.	Gamma=14.5	Gamma=15.	Gamma=15.5	Gamma=16.	Gamma=16.5	Gamma=17.	Gamma=17.5	Gamma=18.	Gamma=18.5	Gamma=19.	Gamma=19.5	Gamma=20.	Gamma=20.5	Gamma=21.	Gamma=21.5	Gamma=22.	Gamma=22.5	Gamma=23.	Gamma=23.5	Gamma=24.	Gamma=24.5	Gamma=25.	Gamma=25.5	Gamma=26.	Gamma=26.5	Gamma=27.	Gamma=27.5	Gamma=28.	Gamma=28.5	Gamma=29.	Gamma=29.5	Gamma=30.	Gamma=30.5	Gamma=31.	Gamma=31.5	Gamma=32.	Gamma=32.5	Gamma=33.	Gamma=33.5	Gamma=34.	Gamma=34.5	Gamma=35.	Gamma=35.5	Gamma=36.	Gamma=36.5	Gamma=37.	Gamma=37.5	Gamma=38.	Gamma=38.5	Gamma=39.	Gamma=39.5	Gamma=40.	Gamma=40.5	Gamma=41.	Gamma=41.5	Gamma=42.	Gamma=42.5	Gamma=43.	Gamma=43.5	Gamma=44.	Gamma=44.5	Gamma=45.	Gamma=45.5	Gamma=46.	Gamma=46.5	Gamma=47.	Gamma=47.5	Gamma=48.	Gamma=48.5	Gamma=49.	Gamma=49.5	Gamma=50.	
n=1	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	
n=2	-1.0537419194430364e40	-3.9543931956194177e39	-1.484267655959657e39	-5.572282659891479e38	-2.0923985405531956e38	-7.858649233886351e37	-2.9521985098071914e37	-1.1092753309768156e37	-4.1689948027055944e36	-1.5671972974813947e36	-5.892756647460541e35	-2.2162467584711498e35	-8.337288571180148e34	-3.137191898167976e34	-1.180781030058444e34	-4.4454145674818147e33	-1.6740655735104878e33	-6.305982062420536e32	-2.376051979586713e32	-8.955401472766735e31	-3.3763167654897463e31	-1.2733081327965802e31	-4.8035173533879625e30	-1.8126926998857415e30	-6.842763952510071e29	-2.5839565346732704e29	-9.76088035524951e28	-3.6884758018245444e28	-1.3943225112513421e28	-5.272811563250238e27	-1.9947501996792618e27	-7.549301548686372e26	-2.8582614911393536e26	-1.0826279310252702e26	-4.102456306831097e25	-1.5552556744337228e25	-5.898731125034683e24	-2.2383115610685255e24	-8.497556311040184e23	-3.2276459828157095e23	-1.2266005298017064e23	-4.66394311036635e22	-1.7743691908854892e22	-6.754350325624198e21	-2.572649708104925e21	-9.804925476838556e20	-3.739246348883966e20	-1.4269544149438167e20	-5.449203460275709e19	-2.082399832306648e19	-7.963707691897138e18	-3.047889532664207e18	-1.1674256798169413e18	-4.4752734896220666e17	-1.7170594826385926e17	-6.593903563091303e16	-2.5345943125515268e16	-9.752168649126868e15	-3.7561277216533875e15	-1.4482608347254095e15	-5.590400087342718e14	-2.160492129445435e14	-8.359917941731781e13	-3.2390577698805883e13	-1.2567032973291348e13	-4.882886896865839e12	-1.9001400122798423e12	-7.406239778813602e11	-2.891709967589279e11	-1.1311021990272122e11	-4.4329079744945625e10	-1.7408836118400124e10	-6.851800960569639e9	-2.7030851018382783e9	-1.0690738794537402e9	-4.2396484730539775e8	-1.6862288393590522e8	-6.727734770977217e7	-2.6933980821420364e7	-1.0822804871256623e7	-4.366486769687325e6	-1.7694702652710923e6	-720548.3718772858	-294992.31451541535	-121489.80985067072	-50367.10262770964	-21036.832959147345	-8860.377445785134	-3767.504430995064	-1619.4749073981602	-704.8949054337612	-311.2899176571371	-139.81053064255448	-64.04858066637783	-30.031762480942653	-14.47166327384727	-7.199768754143021	-3.716375840472246	-1.9999999999999998	-1.126872686163819	-0.6666666666666666	-0.4145532940573079	-0.27067056647322535	-0.18502745805026957	-0.13186836458327522	-0.09750930012779481	-0.07444129661876449	-0.05840474562903579	-0.046901208017801024	-0.03841622775222898	-0.03200217919661785	-0.027047985340670176	-0.023148347266132473	-0.020027371697652042	-0.017492730764476355	-0.01540741357071881	-0.013671876978148156	-0.012212498096134899	-0.010973937108771406	-0.00991398169849261	-0.009000000022561587	-0.008206457193458198	-0.007513148011395777	-0.006903920441234105	-0.006365740740870829	-0.005887999999935164	-0.00546199362771063	-0.005080526342544925	-0.004737609329455173	-0.004428225839524797	-0.004148148148154451	-0.003893793427551252	-0.0036621093750057935	-0.00345048278933129	-0.0032566659881997835	-0.0030787172011710008	-0.002914951989030471	-0.0027639034213215686	-0.0026242892549969777	-0.002494984743508558	-0.002375000000002683	-0.002263461064119166	-0.002159593996330584	-0.0020627114593698872	-0.001972201352367828	-0.0018875171467772677	-0.0018081696391891787	-0.0017337198886576805	-0.0016637731481490105	-0.0015979736334357712	-0.001536000000000603	-0.0014775614205702668	-0.0014223941738738784	-0.0013702586699090586	-0.0013209368490578435	-0.0012742299023293059	-0.0012299562682217622	-0.0011879498685157016	-0.0011480585477874285	-0.0011101427084484864	-0.0010740740741767417	-0.001039734603437546	-0.0010070155417048372	-0.0009758165465848189	-0.0009460449219675078	-0.0009176149294492757	-0.0008904471715246458	-0.0008644680363764824	-0.0008396092001598336	-0.0008158071773513829	-0.0007930029155227749	-0.0007711414290815923	-0.0007501714678274548	-0.0007300452165926902	-0.0007107180226806859	-0.0006921481482008361	-0.0006742965447351411	-0.0006571266480649619	-0.0006406041909430315	-0.0006246970321206393	-0.0006093750000371839	-0.0005946097497527162	-0.0005803746318567963	-0.0005666445722216439	-0.0005533959615865165	-0.0005406065540654659	-0.0005282553737638502	-0.0005163226287716737	-0.0005047896318753208	-0.0004936387273946195	-0.0004828532236104145	-0.00047241733029979195	-0.000462316100942503	-0.00045253537920364624	-0.0004430617493348294	-0.0004338824901693593	-0.00042498553241691455	-0.00041635941899003363	-0.0004079932681189316	-0.0003998767390329361	-0.00039200000000646714	
n=3	-1.5806128791645595e40	-5.931589793429145e39	-2.2264014839394916e39	-8.358423989837243e38	-3.138597810829802e38	-1.1787973850829561e38	-4.428297764710798e37	-1.6639129964652281e37	-6.253492205759493e36	-2.350795946913113e36	-8.839134968386088e35	-3.3243701377067335e35	-1.2505932856770256e35	-4.7057878472519765e34	-1.7711715450876706e34	-6.668121851222742e33	-2.5110983602657385e33	-9.45897309363083e32	-3.56407796938008e32	-1.3433102209150132e32	-5.064475148234632e31	-1.9099621991948751e31	-7.205276030081962e30	-2.719039049828619e30	-1.0264145928765129e30	-3.875934802009915e29	-1.4641320532874296e29	-5.53271370273683e28	-2.0914837668770184e28	-7.909217344875372e27	-2.9921252995188994e27	-1.1323952323029583e27	-4.28739223670904e26	-1.623941896537909e26	-6.153684460246659e25	-2.3328835116505886e25	-8.848096687552044e24	-3.357467341602795e24	-1.2746334466560305e24	-4.841468974223574e23	-1.839900794702563e23	-6.995914665549538e22	-2.6615537863282385e22	-1.0131525488436316e22	-3.858974562157395e21	-1.470738821525786e21	-5.608869523325959e20	-2.1404316224157286e20	-8.173805190413577e19	-3.123599748459978e19	-1.1945561537845725e19	-4.5718342989963187e18	-1.751138519725415e18	-6.712910234433111e17	-2.575589223957893e17	-9.890855344636968e16	-3.801891468827296e16	-1.4628252973690326e16	-5.634191582480089e15	-2.1723912520881172e15	-8.385600131014089e14	-3.240738194168156e14	-1.253987691259769e14	-4.858586654820889e13	-1.8850549459937043e13	-7.324330345298767e12	-2.850210018419767e12	-1.1109359668220415e12	-4.3375649513839246e11	-1.6966532985408206e11	-6.64936196174185e10	-2.61132541772118e10	-1.027770144085447e10	-4.0546276528190966e9	-1.603610819180612e9	-6.359472709580972e8	-2.5293432590385813e8	-1.0091602156465834e8	-4.040097123213058e7	-1.6234207306884946e7	-6.549730154530991e6	-2.6542053979066405e6	-1.0808225578159296e6	-442488.47177312325	-182234.71477600618	-75550.65394156451	-31555.249438721035	-13290.56616867771	-5651.2566464925985	-2429.212361097241	-1057.342358150665	-466.93487648580486	-209.7157959638467	-96.07287099956677	-45.04764372141399	-21.70749491077091	-10.799653131214532	-5.57456376070837	-3.	-1.6903090292457288	-1	-0.6218299410859618	-0.40600584970983805	-0.2775411870754043	-0.19780254687491286	-0.14626395019169225	-0.11166194492814673	-0.08760711844355369	-0.07035181202670154	-0.05762434162834348	-0.04800326879492677	-0.04057197801099127	-0.034722520899176997	-0.030041057546478067	-0.02623909614676349	-0.023111120356144838	-0.020507815467222235	-0.018318747144202355	-0.0164609056630403	-0.014870972547877174	-0.013500000033842382	-0.012309685790187298	-0.011269722017093668	-0.010355880661851157	-0.009548611111306244	-0.008831999999902748	-0.008192990441311441	-0.007620789513817386	-0.00710641399418276	-0.006642338759287194	-0.006222222222231677	-0.00584069014132688	-0.005493164062508691	-0.0051757241839969345	-0.004884998982299676	-0.0046180758017565025	-0.004372427983545706	-0.004145855131982353	-0.003936433882495467	-0.0037424771152628385	-0.0035625000000040247	-0.0033951915961787493	-0.0032393909944958763	-0.003094067189054831	-0.0029583020285524615	-0.002831275720166746	-0.0027122544587837682	-0.0026005798329865218	-0.002495659722223516	-0.002396960450153657	-0.0023040000000009043	-0.0022163421308554004	-0.0021335912608108176	-0.0020553880048635883	-0.001981405273586765	-0.0019113448534939595	-0.0018449344023326432	-0.0017819248027735525	-0.0017220878264793363	-0.0016652140676506895	-0.0016111111111112328	-0.0015596019050053624	-0.001510523312409867	-0.0014637248197339537	-0.0014190673829512618	-0.0013764223943076984	-0.001335670757286969	-0.0012967020545647237	-0.0012594138002397504	-0.0012237107660270743	-0.0011895043732841623	-0.0011567121436223886	-0.001125257201741182	-0.0010950678248890355	-0.0010660770340210292	-0.0010382222223012543	-0.001011444817102712	-0.0009856899720974426	-0.0009609062864145475	-0.000937045548180959	-0.000914062500055776	-0.0008919146246290743	-0.0008705619477851946	-0.0008499668583324659	-0.0008300939423797748	-0.0008109098310981991	-0.0007923830606457753	-0.0007744839431575106	-0.0007571844478129811	-0.0007404580910919292	-0.000724279835415622	-0.0007086259954496879	-0.0006934741514137544	-0.0006788030688054693	-0.0006645926240022442	-0.0006508237352540389	-0.0006374782986253719	-0.0006245391284850504	-0.0006119899021783975	-0.0005998151085494042	-0.0005880000000097007	
n=4	-2.0972603917852864e40	-7.8700451117569e39	-2.9538501443456234e39	-1.1088883325891368e39	-4.163677551689558e38	-1.5637169411639057e38	-5.8739857201373635e37	-2.2070049157065e37	-8.294141167192245e36	-3.11773615123547e36	-1.1722204189412897e36	-4.408424815898863e35	-1.6583040027305814e35	-6.239557804034993e34	-2.3483072008241807e34	-8.84036116085198e33	-3.328907770841562e33	-1.2538711944807069e33	-4.7241789877744425e32	-1.780430271174286e32	-6.711998692984593e31	-2.531105211109742e31	-9.547798972085695e30	-3.6027529831306526e30	-1.3599013585750871e30	-5.1348258402218994e29	-1.9395154859369028e29	-7.328481495400937e28	-2.7700786469119586e28	-1.0474465812194072e28	-3.962213270276495e27	-1.499390256082623e27	-5.676325402064936e26	-2.1498133360504965e26	-8.145550136828021e25	-3.0876769760838285e25	-1.170956848047079e25	-4.442767722558271e24	-1.686461338320748e24	-6.404952573336041e23	-2.4337681355010513e23	-9.252808811566837e22	-3.519709346150709e22	-1.339636438460597e22	-5.101789939854174e21	-1.9441181161286874e21	-7.413045036259335e20	-2.8284892215774498e20	-1.0799579650695809e20	-4.126337462436735e19	-1.5777564950726791e19	-6.037331495179451e18	-2.3120280466003543e18	-8.861316135158959e17	-3.39918909480912e17	-1.3050893228487158e17	-5.015449440299542e16	-1.929310827635021e16	-7.429105336999071e15	-2.863738694135861e15	-1.1051338277929696e15	-4.269771569859966e14	-1.6516884659199725e14	-6.397536245979008e13	-2.48135016523398e13	-9.637979252316285e12	-3.7492219803299336e12	-1.4608012142311309e12	-5.70133754287163e11	-2.2291670737878244e11	-8.732476891787204e10	-3.4277934683298508e10	-1.3484441097433676e10	-5.316883112875748e9	-2.1016421542952313e9	-8.329471455713255e8	-3.310714451005912e8	-1.3199901617357165e8	-5.280507107640361e7	-2.1201279287282623e7	-8.546184937560316e6	-3.4599385979990084e6	-1.4074600322073232e6	-575558.2445608738	-236742.4181539482	-98013.5191419677	-40875.13716977155	-17186.93799686259	-7294.305338157952	-3128.9010148445254	-1358.683263556869	-598.4221227154828	-267.97018373156163	-122.34858130012654	-57.15302953549578	-27.426349131817233	-13.582899747351465	-6.977260753432138	-3.73606930860067	-2.0945694503162477	-1.2333333333333334	-0.7636886270487191	-0.496846495180469	-0.3386670344177677	-0.2408430629338846	-0.1778121587741342	-0.1356024634335527	-0.10631796426911526	-0.08534346077204708	-0.0698901897193413	-0.05821797865411746	-0.04920732645757299	-0.042117188722286494	-0.03644394416486139	-0.03183697350687356	-0.0280467617941971	-0.024892175327930286	-0.022239330121620833	-0.019987637817323867	-0.018060398103226204	-0.016398333379748296	-0.014955066013826384	-0.013693902350509482	-0.01258551116306881	-0.011606224280098235	-0.010736776533536796	-0.009961360255543075	-0.009266907925493718	-0.00864254229390441	-0.008079150839719483	-0.007569053497955194	-0.00710574104463242	-0.00668366750082531	-0.006298084191985133	-0.005944906188919786	-0.005620604113374811	-0.005322115954554715	-0.005046774780012353	-0.00479224915213406	-0.004556493762837716	-0.004337708333338359	-0.004134303235673645	-0.0039448706092268925	-0.003768159991557341	-0.003603057675315096	-0.00344856915443374	-0.00330380414261348	-0.0031679637423591527	-0.003040329419047392	-0.002920253495674284	-0.0028071509333344553	-0.0027004922025267103	-0.0025997970829873414	-0.002504629256410785	-0.0024145915782998284	-0.002329321933218267	-0.002248489592630402	-0.0021717920068872864	-0.0020989519666652023	-0.0020297151302543694	-0.001963847736830734	-0.0019011346978453248	-0.0018413778087005127	-0.0017843941887174914	-0.0017300148804983116	-0.0016780835979491977	-0.0016284556030042405	-0.0015809966961467872	-0.001535582309969058	-0.0014920966908505444	-0.0014504321613417438	-0.0014104884534183338	-0.0013721721050708115	-0.0013353959134470774	-0.0013000784385716305	-0.0012661435523661528	-0.0012335200283071675	-0.0012021411675897978	-0.0011719444581330476	-0.0011428712631706983	-0.0011148665365305365	-0.0010878785620199232	-0.0010618587146133326	-0.0010367612413823418	-0.0010125430603248465	-0.0009891635754416049	-0.0009665845065777587	-0.000944769732697383	-0.000923685147392773	-0.0009032985255490871	-0.0008835794001909171	-0.0008644989486318724	-0.0008460298871326947	-0.0008281463733489399	-0.000810823915916887	-0.0007940392905869597	-0.0007777704623683798	-0.0007619965131976752	-0.0007466975746876715	-0.0007318547655532326	-0.0007174501333457466	
n=5	-2.6087961808556155e40	-9.789129790343671e39	-3.673956220964905e39	-1.3791501664999675e39	-5.178197527840888e38	-1.94463004443817e38	-7.304468025825409e37	-2.7443239618242013e37	-1.0312865911216595e37	-3.8763471321751846e36	-1.457361885488084e36	-5.480445147209991e35	-2.0614378633237385e35	-7.755914764667517e34	-2.918815426914333e34	-1.0987366483425374e34	-4.1371054933276723e33	-1.5581824705966288e33	-5.8703175204693055e32	-2.2122253097440253e32	-8.339204818737088e31	-3.1444926957828946e31	-1.1860704046744302e31	-4.4751507081122656e30	-1.6890624083101954e30	-6.377173263871555e29	-2.408568626029874e29	-9.100014233940957e28	-3.4393903391515312e28	-1.300413562235955e28	-4.91865767649307e27	-1.8611502530349596e27	-7.045159777313938e26	-2.6679635125630594e26	-1.0107734574992285e26	-3.831053254125255e25	-1.4527093388590227e25	-5.511140403724351e24	-2.0917642680418184e24	-7.94326647630081e23	-3.017919014248357e23	-1.1472164253001196e23	-4.363350388163039e22	-1.660503514745439e22	-6.32285057937311e21	-2.4090639211120757e21	-9.184496718438404e20	-3.503837016584076e20	-1.3375940476050226e20	-5.109844075325209e19	-1.95346431470741e19	-7.473604906288095e18	-2.861505916958526e18	-1.0965106613842214e18	-4.205324030426313e17	-1.6142474163489613e17	-6.202137819370028e16	-2.3852349068058316e16	-9.182444038364194e15	-3.538694648526122e15	-1.3652345476467425e15	-5.2731986010363225e14	-2.0392416793669825e14	-7.896196190246036e13	-3.061617169762109e13	-1.18877308886261e13	-4.622704920125222e12	-1.8004430908744253e12	-7.024068938205864e11	-2.745162186901527e11	-1.0748922292922989e11	-4.217274641224592e10	-1.6581600342664364e10	-6.534495027490874e9	-2.5814206871037254e9	-1.0224557456648183e9	-4.0612140291171443e8	-1.6180417115949854e8	-6.4677725637458056e7	-2.5946186040064983e7	-1.044924541968247e7	-4.226170831819788e6	-1.7172791508250926e6	-701414.8251136459	-288131.52075819345	-119116.04128564504	-49595.760526560494	-20816.401377693626	-8817.002267907217	-3773.5652686159106	-1634.4708953078623	-717.830512645699	-320.39913272249294	-145.75000158435634	-67.80316763638281	-32.38671464492491	-15.957827483021106	-8.152212282399729	-4.340173271501676	-2.4192419103810714	-1.4166666666666667	-0.872838332478528	-0.5654398217681089	-0.38409894091874547	-0.2724367458765235	-0.20075714661584848	-0.15290291703697048	-0.11978304660019863	-0.0961056318856151	-0.07868490491778081	-0.06553949864374901	-0.05539835279225704	-0.04742210364038506	-0.04104143116803194	-0.03586060685611463	-0.031598370558584686	-0.028050745874455326	-0.02506708006371483	-0.022534251771381148	-0.020366041011833976	-0.01849583339296677	-0.016871522050920473	-0.015451885847784263	-0.014203976804586769	-0.013101208848488033	-0.012121941333594621	-0.011248416569581119	-0.010465953957371984	-0.009762332411123094	-0.009127312500486717	-0.008552263374501856	-0.008029869042702918	-0.007553895314548789	-0.007119003506634608	-0.0067206005018000045	-0.006354717280509522	-0.006017909913810609	-0.00570717839672696	-0.005419899742842703	-0.005153772548322894	-0.004906770833339188	-0.004677105428886198	-0.004463191532240772	-0.004263621330468634	-0.00407714080736552	-0.0039026300191397738	-0.0037390862585607526	-0.0035856096342536795	-0.0034413906772459524	-0.0033056996555962817	-0.0031778773333346303	-0.0030573269548911093	-0.002943507272783657	-0.0028359264662543154	-0.002734136823104963	-0.0026377300772224034	-0.002546333311021599	-0.0024596053378255667	-0.0023772335555980813	-0.002298931046218108	-0.0022244341563787706	-0.0021535002360194453	-0.0020859056679778426	-0.002021444105805671	-0.0019599248967849823	-0.0019011716714677131	-0.0018450210784902996	-0.001791321649425762	-0.0017399327745230616	-0.0016907237837479041	-0.0016435731145474223	-0.001598367560841854	-0.0015550015931083917	-0.0015133767421359676	-0.001473401039727361	-0.0014349885104132907	-0.0013980587089300655	-0.00136253629881209	-0.0013283506679750406	-0.001295435577625147	-0.0012637288412333816	-0.0012331720306680176	-0.00120371020689134	-0.0011752916729017445	-0.0011478677468458253	-0.0011213925534403475	-0.0010958228320347711	-0.0010711177598142737	-0.0010472387887936305	-0.0010241494953861685	-0.0010018154414512563	-0.0009802040458302013	-0.000959284465475479	-0.0009390274853632342	-0.0009194054164551444	-0.0009003920010440014	-0.0008819623248786633	-0.0008640927355191039	-0.0008467607664218498	-0.0008299450663007413	-0.0008136253333481984	
n=6	-3.115414678532503e40	-1.168958768251828e40	-4.3870044053761413e39	-1.6467369024421992e39	-6.182575249420727e38	-2.3216966798545042e38	-8.72035798231566e37	-3.2761053435651193e37	-1.231056888961656e37	-4.626975299066251e36	-1.7394709260362997e36	-6.5409422354356984e35	-2.4601913338047456e35	-9.255614279662242e34	-3.4829869355960605e34	-1.311025695297394e34	-4.9361225769018145e33	-1.858997250358784e33	-7.0031340615984e32	-2.638942434944015e32	-9.947047358650469e31	-3.75049306120809e31	-1.4145415043994342e31	-5.336782816282165e30	-2.0141107945312562e30	-7.603802015988503e29	-2.871611104665195e29	-1.0848551197863196e29	-4.099899674641288e28	-1.550009370034005e28	-5.862183923639724e27	-2.2179572972578275e27	-8.394993061270447e26	-3.1788199401003736e26	-1.2041904157300856e26	-4.563662425555192e25	-1.7303209677680406e25	-6.563577352488878e24	-2.490930260597162e24	-9.457929955820866e23	-3.592948872657595e23	-1.3656317048152508e23	-5.193394364295431e22	-1.97611448356471e22	-7.523576221690126e21	-2.866135694664814e21	-1.0925431792810706e21	-4.1673469004176274e20	-1.590633622754053e20	-6.075485398804477e19	-2.3222212934676636e19	-8.882805919065477e18	-3.400427867349744e18	-1.3027690723003407e18	-4.995354304607987e17	-1.9171034991097763e17	-7.36413343923258e16	-2.8314706955623684e16	-1.0897716725789432e16	-4.198672121520268e15	-1.6194323383031688e15	-6.25332497861052e14	-2.4175818528905847e14	-9.3583632517193e13	-3.627402374916034e13	-1.4079900388057418e13	-5.473244923675653e12	-2.130923713340196e12	-8.310134766635437e11	-3.246447160816662e11	-1.2706198927267021e11	-4.982891235856507e10	-1.9582226749695866e10	-7.712938323897701e9	-3.045253898093439e9	-1.205450169381753e9	-4.785000346533389e8	-1.9050941486295372e8	-7.609550939487007e7	-3.0502088915264457e7	-1.2273369524068194e7	-4.959251710023201e6	-2.0130906951667592e6	-821313.2347828508	-336967.6930529028	-139115.82498181984	-57835.76812618718	-24234.29019117667	-10245.511586881588	-4375.766927960216	-1890.8393724140965	-828.2122827157373	-368.5534105284997	-167.08345869665652	-77.42812879927124	-36.82446518082411	-18.05776967155669	-9.17726075343211	-4.859325098373036	-2.69372926355142	-1.569047619047619	-0.9620535621510437	-0.6206440240729031	-0.420175915397275	-0.2972540659718907	-0.21863275456283515	-0.16630195677174883	-0.1301706555019798	-0.10438796165521777	-0.08544424055946442	-0.07116365260645181	-0.060154227485645695	-0.05149889630388624	-0.04457683197636634	-0.03895717990183786	-0.03433409818025911	-0.030486002234125276	-0.027249359799265262	-0.024501450521611196	-0.022148779148728967	-0.020119133406998408	-0.018356040300480436	-0.016814831245452532	-0.015459805764974511	-0.014262157802172517	-0.013198439601815423	-0.012249409947662764	-0.01139916083965081	-0.010634448378358287	-0.009944175123015764	-0.00931898600825012	-0.008750950242767801	-0.008233308916307526	-0.007760273259611014	-0.007326862271333105	-0.00692877117593632	-0.00656226420243496	-0.006224086679614632	-0.005911392572107497	-0.005621684434667334	-0.005352763411464851	-0.005102687405334829	-0.004869735926552739	-0.004652380429671329	-0.004449259180783457	-0.004259155881465417	-0.004080981421211972	-0.003913758245884746	-0.003756606922230232	-0.003608734552856224	-0.0034694247560547744	-0.0033380289735068596	-0.0032139589085172305	-0.003096679929818638	-0.0029857053025752305	-0.0028805911301274644	-0.002780931908144926	-0.0026863565979264765	-0.0025965252178824544	-0.0025111256835232422	-0.002429871193415824	-0.0023524977679988575	-0.002278762113020681	-0.00220843970341065	-0.0021413230737647782	-0.0020772202851700723	-0.0020159535516557875	-0.0019573580061028896	-0.0019012805898956842	-0.0018475790523361862	-0.0017961210475936707	-0.001746783318473174	-0.0016994509575932854	-0.0016540167376955274	-0.001610380503790267	-0.0015684486206988374	-0.001528133470296438	-0.0014893529934107623	-0.0014520302719002078	-0.001416093146934012	-0.0013814738699342436	-0.0013481087830243062	-0.0013159380261674395	-0.0012849052684775944	-0.001254957461449103	-0.0012260446120851962	-0.0011981195741124697	-0.0011711378556520924	-0.0011450574418818366	-0.0011198386313682831	-0.0010954438848780165	-0.0010718376855921351	-0.0010489864097516142	-0.0010268582068533457	-0.0010054228885993893	-0.0009846518258760854	-0.0009645178531062488	-0.0009449951793774841	-0.0009260593058034882	-0.0009076869486237087	-0.0008898559675904278	
