Gamma_gx1_d	Gamma=-50.	Gamma=-49.5	Gamma=-49.	Gamma=-48.5	Gamma=-48.	Gamma=-47.5	Gamma=-47.	Gamma=-46.5	Gamma=-46.	Gamma=-45.5	Gamma=-45.	Gamma=-44.5	Gamma=-44.	Gamma=-43.5	Gamma=-43.	Gamma=-42.5	Gamma=-42.	Gamma=-41.5	Gamma=-41.	Gamma=-40.5	Gamma=-40.	Gamma=-39.5	Gamma=-39.	Gamma=-38.5	Gamma=-38.	Gamma=-37.5	Gamma=-37.	Gamma=-36.5	Gamma=-36.	Gamma=-35.5	Gamma=-35.	Gamma=-34.5	Gamma=-34.	Gamma=-33.5	Gamma=-33.	Gamma=-32.5	Gamma=-32.	Gamma=-31.5	Gamma=-31.	Gamma=-30.5	Gamma=-30.	Gamma=-29.5	Gamma=-29.	Gamma=-28.5	Gamma=-28.	Gamma=-27.5	Gamma=-27.	Gamma=-26.5	Gamma=-26.	Gamma=-25.5	Gamma=-25.	Gamma=-24.5	Gamma=-24.	Gamma=-23.5	Gamma=-23.	Gamma=-22.5	Gamma=-22.	Gamma=-21.5	Gamma=-21.	Gamma=-20.5	Gamma=-20.	Gamma=-19.5	Gamma=-19.	Gamma=-18.5	Gamma=-18.	Gamma=-17.5	Gamma=-17.	Gamma=-16.5	Gamma=-16.	Gamma=-15.5	Gamma=-15.	Gamma=-14.5	Gamma=-14.	Gamma=-13.5	Gamma=-13.	Gamma=-12.5	Gamma=-12.	Gamma=-11.5	Gamma=-11.	Gamma=-10.5	Gamma=-10.	Gamma=-9.5	Gamma=-9.	Gamma=-8.5	Gamma=-8.	Gamma=-7.5	Gamma=-7.	Gamma=-6.5	Gamma=-6.	Gamma=-5.5	Gamma=-5.	Gamma=-4.5	Gamma=-4.	Gamma=-3.5	Gamma=-3.	Gamma=-2.5	Gamma=-2.	Gamma=-1.5	Gamma=-1.	Gamma=-0.5	Gamma=0.	Gamma=0.5	Gamma=1.	Gamma=1.5	Gamma=2.	Gamma=2.5	Gamma=3.	Gamma=3.5	Gamma=4.	Gamma=4.5	Gamma=5.	Gamma=5.5	Gamma=6.	Gamma=6.5	Gamma=7.	Gamma=7.5	Gamma=8.	Gamma=8.5	Gamma=9.	Gamma=9.5	Gamma=10.	Gamma=10.5	Gamma=11.	Gamma=11.5	Gamma=12.	Gamma=12.5	Gamma=13.	Gamma=13.5	Gamma=14.	Gamma=14.5	Gamma=15.	Gamma=15.5	Gamma=16.	Gamma=16.5	Gamma=17.	Gamma=17.5	Gamma=18.	Gamma=18.5	Gamma=19.	Gamma=19.5	Gamma=20.	Gamma=20.5	Gamma=21.	Gamma=21.5	Gamma=22.	Gamma=22.5	Gamma=23.	Gamma=23.5	Gamma=24.	Gamma=24.5	Gamma=25.	Gamma=25.5	Gamma=26.	Gamma=26.5	Gamma=27.	Gamma=27.5	Gamma=28.	Gamma=28.5	Gamma=29.	Gamma=29.5	Gamma=30.	Gamma=30.5	Gamma=31.	Gamma=31.5	Gamma=32.	Gamma=32.5	Gamma=33.	Gamma=33.5	Gamma=34.	Gamma=34.5	Gamma=35.	Gamma=35.5	Gamma=36.	Gamma=36.5	Gamma=37.	Gamma=37.5	Gamma=38.	Gamma=38.5	Gamma=39.	Gamma=39.5	Gamma=40.	Gamma=40.5	Gamma=41.	Gamma=41.5	Gamma=42.	Gamma=42.5	Gamma=43.	Gamma=43.5	Gamma=44.	Gamma=44.5	Gamma=45.	Gamma=45.5	Gamma=46.	Gamma=46.5	Gamma=47.	Gamma=47.5	Gamma=48.	Gamma=48.5	Gamma=49.	Gamma=49.5	Gamma=50.	
n=1	-1.0643846455826032e40	-3.994739766692176e39	-1.4995676882777278e39	-5.630320699404315e38	-2.114421240822085e38	-7.942242004059445e37	-2.983938744929867e37	-1.121331182369003e37	-4.2148021462584883e36	-1.5846083512163153e36	-5.95895864300518e35	-2.241427973280572e35	-8.433106201367978e34	-3.1736657001397183e34	-1.194670553635929e34	-4.4983282930167726e33	-1.6942319617353666e33	-6.382872257197318e32	-2.405381250612206e32	-9.067325576303089e31	-3.4190477378821815e31	-1.2896297672938077e31	-4.865889595266714e30	-1.836539560005168e30	-6.93398366819083e29	-2.6188681239107147e29	-9.894564494134186e28	-3.7396941669515767e28	-1.4139567273736372e28	-5.348121135297528e27	-2.023653175849151e27	-7.660295174523376e26	-2.9009120018630877e26	-1.099027375180228e26	-4.165555098712259e25	-1.5795502150341493e25	-5.992336584418225e24	-2.274403319715619e24	-8.63682044376026e23	-3.281424070770083e23	-1.2473839620171427e23	-4.744330246289957e22	-1.8054881701296794e22	-6.874922303616367e21	-2.619408486083333e21	-9.986430940346432e20	-3.809771001047902e20	-1.454384855084628e20	-5.556006025192178e19	-2.1240297268370067e19	-8.12615865536987e18	-3.111357176196479e18	-1.1922522379806705e18	-4.57251170552182e17	-1.755195686519354e17	-6.743679892093957e16	-2.593503231905672e16	-9.984217715920546e15	-3.8476802280904895e15	-1.4844422233963892e15	-5.733638714290366e14	-2.2173032011301106e14	-8.585676713803053e13	-3.328953534790451e13	-1.2925760305797113e13	-5.026360496818655e12	-1.9576598798486467e12	-7.637426615209812e11	-2.984879555283727e11	-1.1687572981842361e11	-4.585556165318596e10	-1.8029655654370033e10	-7.10516298816803e9	-2.806868276966222e9	-1.11175543453854e9	-4.4159326996915215e8	-1.75937546810737e8	-7.03276905794324e7	-2.8212960144619167e7	-1.1362254428564578e7	-4.595495453185955e6	-1.867383891786845e6	-762741.5712877617	-313333.11100287386	-129539.8729943752	-53938.91209327555	-22641.101771503338	-9590.954927413302	-4105.481135413903	-1778.6681141167792	-781.4446647728741	-348.9866704740534	-158.88967154457794	-74.01237068627645	-35.42311183160254	-17.506325971857418	-8.982696397277358	-4.812236580503064	-2.705184588390238	-1.6015187080185644	-1	-0.6579161618739817	-0.4545986394061519	-0.32829484579186813	-0.24640125433000168	-0.19112637118815928	-0.15242377430649143	-0.12442066756359464	-0.10356439592701162	-0.08763338762450361	-0.0751940125917873	-0.06529352197361474	-0.05728135927810233	-0.05070218804454398	-0.04523007921850422	-0.04062695450844884	-0.03671569541139496	-0.03336233982950958	-0.030464042455041057	-0.027940771745042028	-0.025729479406685754	-0.023779937446034384	-0.02205171998809279	-0.020511983976910782	-0.019133815939569542	-0.017894985534679258	-0.016776995283655553	-0.01576434859213758	-0.01484398048513423	-0.014004810915084594	-0.013237391318094666	-0.012533622765424954	-0.01188652956135512	-0.01129007612992686	-0.010739017956820588	-0.010228779514753511	-0.009755353714070448	-0.009315218634173358	-0.00890526821226297	-0.008522754269636279	-0.008165237799865162	-0.007830547846710507	-0.00751674667618549	-0.007222100120257695	-0.006945052270274955	-0.006684203762300186	-0.006438293121706325	-0.006206180654781487	-0.00598683450659798	-0.005779318555606426	-0.005582781872511862	-0.005396449515748984	-0.005219614472592609	-0.005051630585180581	-0.00489190632572704	-0.004739899305947818	-0.004595111422991795	-0.004457084558602454	-0.004325396760328904	-0.0041996588437757205	-0.00407951136345792	-0.003964621907082265	-0.0038546826742299747	-0.003749408305650193	-0.00364853393383741	-0.0035518134293826696	-0.003459017820859695	-0.0033699338688177585	-0.0032843627768735758	-0.0032021190249838217	-0.0031230293117870066	-0.003046931594470169	-0.0029736742159766688	-0.0029031151105558973	-0.002835121079688728	-0.0027695671313251596	-0.0027063358761606807	-0.0026453169753708036	-0.0025864066348318736	-0.002529507141391898	-0.0024745264372272296	-0.002421377728737768	-0.002369979126801868	-0.002320253315538559	-0.0022721272470141714	-0.0022255318595875437	-0.002180401817816762	-0.0021366752720540466	-0.0020942936360371345	-0.0020532013809477717	-0.002013345844553062	-0.0019746770541753584	-0.0019371475623528958	-0.0019007122941579106	-0.0018653284052329974	-0.0018309551496909604	-0.00179755375709962	-0.0017650873178416714	-0.001733520676201692	-0.0017028203305884215	-0.001672954340351113	
n=2	-5.3751368586108363e39	-2.0175431688824626e39	-7.57433860297897e38	-2.844179369458568e38	-1.0682219705454835e38	-4.0129173871162584e37	-1.5078394900262673e37	-5.66693516880594e36	-2.130304744905685e36	-8.010097024756154e35	-3.012580320209818e35	-1.1333045944241486e35	-4.264461917314238e34	-1.6050697516777097e34	-6.042800388582856e33	-2.2756210102925086e33	-8.571991753905632e32	-3.229881227642468e32	-1.2173552614858526e32	-4.589624842604445e31	-1.7308893562167753e31	-6.529757013290729e30	-2.4641309203120972e30	-9.30193210759299e29	-3.5126016947255035e29	-1.326889857689272e29	-5.0141243209617945e28	-1.895456267814574e28	-7.16795472454858e27	-2.711715356483262e27	-1.0262780771256126e27	-3.885644404605246e26	-1.4717812580451633e26	-5.5771341035996555e25	-2.114326948028814e25	-8.019223788935537e24	-3.0429710261332366e24	-1.1552475408426904e24	-4.3880422947492095e23	-1.6676010819074892e23	-6.340836981095691e22	-2.412358694974919e22	-9.183035777989074e21	-3.497747146631962e21	-1.3330836320308683e21	-5.083968201927145e20	-1.9401478334559443e20	-7.409076476127184e19	-2.8314042950543192e19	-1.0828298106836804e19	-4.144304809421295e18	-1.587412409864373e18	-6.085393980721989e17	-2.334874960706277e17	-8.966659452021267e16	-3.446728110554685e16	-1.3262060756318688e16	-5.108133391363101e15	-1.969616367265616e15	-7.60311806034235e14	-2.938438670620671e14	-1.1370571364078908e14	-4.405717742938644e13	-1.7094246498505979e13	-6.642243819152734e12	-2.5849170483861133e12	-1.0075898737088352e12	-3.934306725803324e11	-1.5390245714891757e11	-6.032061986706552e10	-2.3691021780713837e10	-9.325237595299633e9	-3.6792625079351153e9	-1.4553257260470972e9	-5.772184948279035e8	-2.2961084632265022e8	-9.16261048427846e7	-3.668901672454634e7	-1.4745969733908996e7	-5.950851992936267e6	-2.4122520683422918e6	-982648.7591512983	-402467.3853491186	-165836.95374516613	-68794.96806903981	-28755.360779420706	-12122.685291929656	-5160.7662045207335	-2221.7289199165893	-968.9306604177408	-428.9972120559566	-193.34171164548292	-88.98440622330067	-41.98808035308754	-20.407230591131203	-10.270494334933783	-5.382812020205847	-2.95404866026694	-1.7051845883902381	-1.0380823649366553	-0.6666666666666666	-0.45063951484532777	-0.3192633561695392	-0.23578111676673338	-0.18046707203836404	-0.14237172112426183	-0.1152031259971092	-0.09521829474907675	-0.08011379191811113	-0.06842527374838914	-0.05919292299347837	-0.0517695293032843	-0.04570718564504333	-0.040688502195728574	-0.03648371383626605	-0.03292324772308944	-0.029879756922350086	-0.027256090781479426	-0.024977073900701783	-0.022983780895806168	-0.021229479394883236	-0.019676708849245016	-0.01829514598232807	-0.017060023756220982	-0.015950945569056303	-0.014950985534629781	-0.014045998469800241	-0.013224085420865119	-0.012475175820406643	-0.011790697995322194	-0.011163317244017442	-0.010586726051649327	-0.010055474873852223	-0.009564834735261218	-0.009110684962720694	-0.00868942091416801	-0.008297877719555211	-0.007933266923512573	-0.007593123584764481	-0.007275261897888395	-0.006977737797538312	-0.0066988173146734315	-0.0064369496757114885	-0.006190744390572546	-0.005958951594090802	-0.0057404451889112714	-0.005534208302111737	-0.005339320710452647	-0.005154947932523473	-0.004980331738888539	-0.004814781872511558	-0.00465766880546385	-0.00450841738565567	-0.004366501250226051	-0.004231437901198118	-0.004102784354783164	-0.003980133288880914	-0.0038631096243446046	-0.003751367484835792	-0.0036445874879051762	-0.0035424743264335042	-0.0034447546054138106	-0.003351174903426685	-0.003261500032405542	-0.003175511472899893	-0.003093005964658031	-0.0030137942351402317	-0.002937699850670571	-0.002864558176832862	-0.002794215436345453	-0.002726527854061055	-0.0026613608799629282	-0.0025985884820946365	-0.0025380925022894184	-0.0024797620683764637	-0.0024234930572510837	-0.0023691876038177727	-0.0023167536513613663	-0.002266104539381849	-0.002217158625351584	-0.0021698389372272297	-0.0021240728538786586	-0.0020797918108894455	-0.0020369310294425123	-0.0019954292662345582	-0.001955228582567394	-0.0019162741309464233	-0.0018785139576788649	-0.0018418988201092607	-0.0018063820172594391	-0.00177191923275608	-0.0017384683890329898	-0.0017059895118885248	-0.0016744446045623708	-0.0016437975305713137	-0.0016140139046115025	-0.0015850609908959164	-0.001556907608350978	-0.0015295240421461537	-0.0015028819610755188	-0.0014769543403511131	
n=3	-5.3229873861306334e39	-1.997777379739231e39	-7.499399494177746e38	-2.815758611495696e38	-1.057439996699861e38	-3.9720008207148873e37	-1.4923069932687625e37	-5.60795207793907e36	-2.1078989153943378e36	-7.924954808500426e35	-2.9802148008258737e35	-1.1209968828960738e35	-4.21764178474458e34	-1.5872520289817122e34	-5.974967591522022e33	-2.2497865671061464e33	-8.473560198303246e32	-3.192362369750029e32	-1.2030482412342603e32	-4.535044336883112e31	-1.710057914716888e31	-6.450214503264242e30	-2.4337442975059856e30	-9.185794220830263e29	-3.468191864861225e29	-1.309899458634485e29	-4.949088425503563e28	-1.8705485594500606e28	-7.072510029296036e27	-2.67512103268654e27	-1.0122393940663175e27	-3.8317558149703065e26	-1.4510830633024371e26	-5.49758394602642e25	-2.0837333464574306e25	-7.901487706697904e24	-2.9976304771245165e24	-1.1377743827569864e24	-4.3206557597876164e23	-1.641593376128401e23	-6.240382627775623e22	-2.3735271735417715e22	-9.032804380835487e21	-3.439575708620016e21	-1.3105389173270375e21	-4.996514321173773e20	-1.9061909988802904e20	-7.2770977104102924e19	-2.7800560316791714e19	-1.062830772678568e19	-4.0663268382724997e18	-1.5569732178321393e18	-5.96643076606871e17	-2.288323652545364e17	-8.784264299467941e16	-3.3751663664594476e16	-1.2980896343944328e16	-4.997501869536882e15	-1.9260184562115442e15	-7.431029530891701e14	-2.8703976169277825e14	-1.1101071306359356e14	-4.298774348219362e13	-1.6669042003631172e13	-6.472835286429756e12	-2.517275325141531e12	-9.805198643434971e11	-3.825710834621265e11	-1.4953477021880728e11	-5.8559170391417694e10	-2.2978590141965706e10	-9.03620200202449e9	-3.56161482660767e9	-1.4072708797906904e9	-5.575160114629903e8	-2.215002144563692e8	-8.827280885353023e7	-3.5296110972791776e7	-1.4164440600264907e7	-5.706728572281433e6	-2.3091544612802556e6	-938822.8671322067	-383703.1013592596	-157739.12158199734	-65269.58965819383	-27205.598647285628	-11433.97349862401	-4850.955804318342	-2080.439170420923	-903.487229815778	-398.14555994325116	-178.50250921733897	-81.68177441898882	-38.29959002929207	-18.488578769405184	-9.239050116677234	-4.8078264730719	-2.6207153269336065	-1.5038166007565694	-0.9112096787728361	-0.5833333333333334	-0.39367504421686633	-0.27884790819242217	-0.2061199417101207	-0.15803120854009184	-0.12494421256743883	-0.10134866422178603	-0.08398057614820857	-0.0708382499693385	-0.060652519874792615	-0.05259304103330393	-0.04610054956472781	-0.04078821305277414	-0.03638193282950031	-0.03268321478048305	-0.029545470162877	-0.026858516753269605	-0.024538211465622226	-0.02251936928865808	-0.02075083302241835	-0.019191979395477288	-0.01781020260974867	-0.01657907467578262	-0.015476981957503341	-0.014486101819060803	-0.013591625534629604	-0.012781161804415445	-0.012044274303541824	-0.011372119802077975	-0.010757162526389497	-0.010192946873643971	-0.00967391518973845	-0.009195260640450892	-0.008752807627213359	-0.008342913982964582	-0.00796239051016738	-0.00760843441822713	-0.007278573970240442	-0.006970622222747118	-0.006682638182824987	-0.00641289404990353	-0.006159847458414738	-0.005922117892670632	-0.005698466542285118	-0.005487779030740576	-0.0052890505844296306	-0.005101373227908366	-0.004923924704032937	-0.004755958855555517	-0.004596797250880756	-0.004445821872511306	-0.004302468716064966	-0.004166222171902477	-0.004036610081360539	-0.003913199376131251	-0.0037955922230980756	-0.0036834226084351902	-0.0035763533044224066	-0.003474073170425339	-0.003376294746606142	-0.0032827521042112827	-0.003193198921652863	-0.0031074067595512145	-0.0030251635112905424	-0.0029462720090937277	-0.002870548767781161	-0.0027978228508743243	-0.0027279348455375996	-0.0026607359345225392	-0.002596087054712863	-0.002533858133111447	-0.002473927392190118	-0.0024161807174627186	-0.0023605110809612434	-0.0023068180150107175	-0.0022550071313251563	-0.0022049896809964316	-0.0021566821514305353	-0.002110005896710607	-0.0020648867982403646	-0.00202125495285223	-0.001979044385856669	-0.0019381927867681554	-0.0018986412656727403	-0.001860334128406184	-0.0018232186688994705	-0.0017872449771582973	-0.001752365761668761	-0.0017185361847872195	-0.001685713710241206	-0.0016538579616083894	-0.0016229305909145192	-0.0015928951565224426	-0.001563717009565333	-0.0015353631882444282	-0.0015078023193719782	-0.0014810045265947012	-0.0014549413447822047	-0.0014295856401093793	-0.0014049115354019832	-0.0013808943403511129	
n=4	-5.321955149154391e39	-1.9973822303369782e39	-7.49788622324501e38	-2.8151788504786354e38	-1.0572177875626612e38	-3.9711487823803594e37	-1.4919801462497743e37	-5.606697718307884e36	-2.107417304992472e36	-7.923104815301314e35	-2.9795038341209326e35	-1.1207235211314133e35	-4.216590209581182e34	-1.5868473023877256e34	-5.9734090907308e33	-2.2491861108981243e33	-8.471245523288764e32	-3.1914696017514177e32	-1.202703706633162e32	-4.533713947862479e31	-1.7095438921372925e31	-6.44822726534944e30	-2.4329755419243233e30	-9.182818416795853e29	-3.4670391944443086e29	-1.3094526740684693e29	-4.9473554553220985e28	-1.8698759050969322e28	-7.069897211557603e27	-2.6741053658720343e27	-1.011844275481701e27	-3.830217493352009e26	-1.4504836585676334e26	-5.495246418073002e25	-2.0828209831574297e25	-7.89792348782238e24	-2.996236812703805e24	-1.1372289243807383e24	-4.3185188439615184e23	-1.6407553663842957e23	-6.237092894547746e22	-2.3722343565363518e22	-9.027718177302085e21	-3.437572403721808e21	-1.30974894080105e21	-4.993395336615532e20	-1.9049579984673957e20	-7.272216986244343e19	-2.7781214032318358e19	-1.0620628357617392e19	-4.0632740836574577e18	-1.555757810874392e18	-5.961584116583094e17	-2.286387766422537e17	-8.7765184992597e16	-3.3720615712134444e16	-1.2968427855592304e16	-4.992484858663931e15	-1.9239955983117968e15	-7.42285587801732e14	-2.8670875116132244e14	-1.1087634693795744e14	-4.293306565632442e13	-1.664673397766857e13	-6.463708900828641e12	-2.513530872604772e12	-9.789788770930731e11	-3.81934865109727e11	-1.4927120290404703e11	-5.844958712910094e10	-2.2932853789844704e10	-9.017035185492014e9	-3.553547557029344e9	-1.4038595789748883e9	-5.560663304121004e8	-2.2088085711282954e8	-8.800667424988581e7	-3.518104484402366e7	-1.411435674983941e7	-5.684770379241923e6	-2.2994511551253893e6	-934497.9413847044	-381757.17314302525	-156854.48165380704	-64862.812021044534	-27016.179571876375	-11344.526079579937	-4808.0538514697955	-2059.50118284122	-893.0681991896947	-392.8471814858361	-175.74216308868546	-80.204581391469	-37.485389721814265	-18.02517466087394	-8.96609460635934	-4.641159806405244	-2.51512745735645	-1.4344139588225648	-0.8639249536147122	-0.55	-0.3694195541213533	-0.2606797790982959	-0.19215270749489363	-0.14704217815815251	-0.11611992475134349	-0.09413426734845103	-0.07798862104181858	-0.06579218565234335	-0.05635089889375444	-0.0488863489426886	-0.04287589193805857	-0.03795899336549884	-0.033880763078499174	-0.030456959735739628	-0.027551725276338687	-0.025063065898383013	-0.02291316518510172	-0.021041782876737327	-0.01940166779631937	-0.01795531272874932	-0.01667262055678835	-0.01552920020536998	-0.014505105018478149	-0.013583886669880932	-0.01275187726795997	-0.011997638638969743	-0.011311535566016594	-0.010685401966252277	-0.010112277477121855	-0.009586197902447358	-0.009102027233062616	-0.0086553220316427	-0.00824222121250422	-0.007859355896948361	-0.007503775250650347	-0.0071728851286542526	-0.00686439704828217	-0.0065762855396554205	-0.0063067523322350855	-0.006054196133239007	-0.005817187046092174	-0.005594444801334251	-0.005384820157588862	-0.005187278982101115	-0.005000888549508951	-0.004824805721587432	-0.004658266715091332	-0.0045005782172128726	-0.0043511096484716025	-0.004209286405844428	-0.004074583945972995	-0.003946522590529494	-0.0038246629541986927	-0.0037086019109723116	-0.0035979690271477536	-0.00349242339991025	-0.003391650849558523	-0.0032953614203749967	-0.0032032871519470426	-0.0031151800877503772	-0.003030810492406493	-0.0029499652529320643	-0.0028724464423061005	-0.0027980700269134395	-0.0027266647013789664	-0.00265807083662982	-0.00259213952870651	-0.0025287317373862504	-0.002467717505005068	-0.002408975247012398	-0.0023523911067883747	-0.002297858368121492	-0.002245276919500874	-0.0021945527650385132	-0.0021455975774156916	-0.002098328288755383	-0.002052666715768543	-0.0020085392159146925	-0.001965876371663302	-0.0019246127002480625	-0.0018846863865764028	-0.0018460390372029819	-0.0018086154534393134	-0.0017723634220076665	-0.001737233521568906	-0.0017031789438443695	-0.001670155328080916	-0.0016381206076434372	-0.0016070348678424182	-0.001576860213975068	-0.0015475606487793596	-0.0015191019585320098	-0.0014914516070970042	-0.0014645786372934962	-0.0014384535790079355	-0.0014130483635258438	-0.0013883362436042897	-0.0013642917188473904	-0.001340890465984483	-0.0013181092736844465	
n=5	-5.3219245046194494e39	-1.997370382157245e39	-7.497840391440158e38	-2.8151611125294906e38	-1.057210919005833e38	-3.9711221715824066e37	-1.49196983086522e37	-5.606657709737153e36	-2.107401778767927e36	-7.923044527535501e35	-2.9794804107994134e35	-1.1207144150951568e35	-4.216554787203707e34	-1.5868335144439962e34	-5.973355387428066e33	-2.2491651799628266e33	-8.471163889661165e32	-3.1914377414934463e32	-1.2026912633103223e32	-4.533665314112734e31	-1.7095248699200683e31	-6.448152806814619e30	-2.4329463739629133e30	-9.182704064603078e29	-3.466994326242428e29	-1.3094350543952851e29	-4.947286203424177e28	-1.8698486623950054e28	-7.069789945141748e27	-2.674063090902091e27	-1.0118275983983394e27	-3.8301516387800326e26	-1.4504576274332741e26	-5.495143413996544e25	-2.0827801809856725e25	-7.897761682170657e24	-2.99617257348325e24	-1.1372033904127033e24	-4.3184172275508346e23	-1.6407148758351196e23	-6.23693134514541e22	-2.372169815285722e22	-9.027459969647468e21	-3.4374689559996657e21	-1.3097074344794608e21	-4.993228545997458e20	-1.9048908684442337e20	-7.271946356949066e19	-2.778012115326767e19	-1.0620186241244787e19	-4.063094900234416e18	-1.5556850518184238e18	-5.961288085435556e17	-2.2862670728790138e17	-8.776025366016506e16	-3.371859633311224e16	-1.2967598984491484e16	-4.992143809624216e15	-1.923854910826268e15	-7.422273969968174e14	-2.8668461497673375e14	-1.1086630639230403e14	-4.292887594675639e13	-1.664498002968105e13	-6.462972135324256e12	-2.513220272855123e12	-9.788474399452185e11	-3.8187902149257794e11	-1.4924737594813214e11	-5.843937506881115e10	-2.292845606367797e10	-9.01513172233202e9	-3.5527192213128963e9	-1.403497025264171e9	-5.559066627430298e8	-2.2081007341547298e8	-8.79750707646613e7	-3.516682614504541e7	-1.4107906555718936e7	-5.681818015752008e6	-2.298086626134859e6	-933860.5821517382	-381456.01560162357	-156710.37514966744	-64792.89451049284	-26981.73670968078	-11327.271934478596	-4799.249177381214	-2054.9157897248033	-890.6260881342396	-391.5142535381453	-174.99495967659442	-79.77349585247359	-37.22895153872386	-17.86765696707409	-8.866094606359272	-4.575529386580459	-2.4706183848687995	-1.403258014471056	-0.8414527196488836	-0.5333333333333333	-0.35673931846520046	-0.25080733834635016	-0.18430573707420106	-0.14068917254291477	-0.1108916721842981	-0.08976885229545606	-0.07429654810455327	-0.0626338159477999	-0.05362156625448429	-0.04650635711469305	-0.040783671126450614	-0.03610633817830008	-0.03222946518964765	-0.028976390440358428	-0.02621707507707786	-0.02385404528551473	-0.021813033685230125	-0.020036614852115806	-0.018479791128766583	-0.01710687522875848	-0.015889251795131534	-0.014803745366387733	-0.013831413654349858	-0.012956643690679137	-0.012166466707956661	-0.011450033067666461	-0.010798205719898486	-0.010203242441412184	-0.009658545267113208	-0.009158461276929743	-0.008698122992802164	-0.008273319588564762	-0.007880392261868258	-0.007516148695756974	-0.007177792709361121	-0.006862866074916395	-0.006569200141338689	-0.00629487540940406	-0.00603818759317395	-0.0057976189824341445	-0.005571814220388747	-0.005359559659449381	-0.005159765768373059	-0.00497145204419807	-0.004793734039412365	-0.0046258121687466364	-0.004466962020170216	-0.0043165259421711205	-0.004173905717624352	-0.004038556165844254	-0.003909979540046086	-0.0037877206085289495	-0.003671362325309535	-0.003560522010391201	-0.0034548479717621365	-0.0033540165115658015	-0.003257729266758604	-0.0031657108421657416	-0.0030777066994785315	-0.002993481270877949	-0.002912816270209951	-0.0028355091783549367	-0.002761371882266484	-0.0026902294502386425	-0.0026219190277879806	-0.002556288840749745	-0.002493197293775986	-0.002432512153883969	-0.0023741098099554587	-0.00231787460017307	-0.002263698200322946	-0.0022114790667139292	-0.002161121928179351	-0.002112537322253241	-0.002065641171160547	-0.002020354393741332	-0.00197660254985109	-0.0019343155141508062	-0.0018934271765279388	-0.0018538751666787266	-0.0018156006006451685	-0.0017785478472764828	-0.0017426643129368098	-0.0017079002427070951	-0.0016742085367413124	-0.0016415445804199126	-0.0016098660871651962	-0.001579132952754988	-0.001549307120295778	-0.0015203524548823373	-0.0014922346271871014	-0.0014649210052502183	-0.0014383805538130765	-0.00141258374059706	-0.0013875024489823338	-0.0013631098965893713	-0.0013393805593091424	-0.001316290100366994	-0.0012938153040406035	-0.0012719340136844463	
