Gamma_gx1	Gamma=-50.	Gamma=-49.5	Gamma=-49.	Gamma=-48.5	Gamma=-48.	Gamma=-47.5	Gamma=-47.	Gamma=-46.5	Gamma=-46.	Gamma=-45.5	Gamma=-45.	Gamma=-44.5	Gamma=-44.	Gamma=-43.5	Gamma=-43.	Gamma=-42.5	Gamma=-42.	Gamma=-41.5	Gamma=-41.	Gamma=-40.5	Gamma=-40.	Gamma=-39.5	Gamma=-39.	Gamma=-38.5	Gamma=-38.	Gamma=-37.5	Gamma=-37.	Gamma=-36.5	Gamma=-36.	Gamma=-35.5	Gamma=-35.	Gamma=-34.5	Gamma=-34.	Gamma=-33.5	Gamma=-33.	Gamma=-32.5	Gamma=-32.	Gamma=-31.5	Gamma=-31.	Gamma=-30.5	Gamma=-30.	Gamma=-29.5	Gamma=-29.	Gamma=-28.5	Gamma=-28.	Gamma=-27.5	Gamma=-27.	Gamma=-26.5	Gamma=-26.	Gamma=-25.5	Gamma=-25.	Gamma=-24.5	Gamma=-24.	Gamma=-23.5	Gamma=-23.	Gamma=-22.5	Gamma=-22.	Gamma=-21.5	Gamma=-21.	Gamma=-20.5	Gamma=-20.	Gamma=-19.5	Gamma=-19.	Gamma=-18.5	Gamma=-18.	Gamma=-17.5	Gamma=-17.	Gamma=-16.5	Gamma=-16.	Gamma=-15.5	Gamma=-15.	Gamma=-14.5	Gamma=-14.	Gamma=-13.5	Gamma=-13.	Gamma=-12.5	Gamma=-12.	Gamma=-11.5	Gamma=-11.	Gamma=-10.5	Gamma=-10.	Gamma=-9.5	Gamma=-9.	Gamma=-8.5	Gamma=-8.	Gamma=-7.5	Gamma=-7.	Gamma=-6.5	Gamma=-6.	Gamma=-5.5	Gamma=-5.	Gamma=-4.5	Gamma=-4.	Gamma=-3.5	Gamma=-3.	Gamma=-2.5	Gamma=-2.	Gamma=-1.5	Gamma=-1.	Gamma=-0.5	Gamma=0.	Gamma=0.5	Gamma=1.	Gamma=1.5	Gamma=2.	Gamma=2.5	Gamma=3.	Gamma=3.5	Gamma=4.	Gamma=4.5	Gamma=5.	Gamma=5.5	Gamma=6.	Gamma=6.5	Gamma=7.	Gamma=7.5	Gamma=8.	Gamma=8.5	Gamma=9.	Gamma=9.5	Gamma=10.	Gamma=10.5	Gamma=11.	Gamma=11.5	Gamma=12.	Gamma=12.5	Gamma=13.	Gamma=13.5	Gamma=14.	Gamma=14.5	Gamma=15.	Gamma=15.5	Gamma=16.	Gamma=16.5	Gamma=17.	Gamma=17.5	Gamma=18.	Gamma=18.5	Gamma=19.	Gamma=19.5	Gamma=20.	Gamma=20.5	Gamma=21.	Gamma=21.5	Gamma=22.	Gamma=22.5	Gamma=23.	Gamma=23.5	Gamma=24.	Gamma=24.5	Gamma=25.	Gamma=25.5	Gamma=26.	Gamma=26.5	Gamma=27.	Gamma=27.5	Gamma=28.	Gamma=28.5	Gamma=29.	Gamma=29.5	Gamma=30.	Gamma=30.5	Gamma=31.	Gamma=31.5	Gamma=32.	Gamma=32.5	Gamma=33.	Gamma=33.5	Gamma=34.	Gamma=34.5	Gamma=35.	Gamma=35.5	Gamma=36.	Gamma=36.5	Gamma=37.	Gamma=37.5	Gamma=38.	Gamma=38.5	Gamma=39.	Gamma=39.5	Gamma=40.	Gamma=40.5	Gamma=41.	Gamma=41.5	Gamma=42.	Gamma=42.5	Gamma=43.	Gamma=43.5	Gamma=44.	Gamma=44.5	Gamma=45.	Gamma=45.5	Gamma=46.	Gamma=46.5	Gamma=47.	Gamma=47.5	Gamma=48.	Gamma=48.5	Gamma=49.	Gamma=49.5	Gamma=50.	
n=1	5.4311054887904775e39	2.03877180497079e39	7.65488314060156e38	2.8747489528350417e38	1.079828043706256e38	4.056995852731295e37	1.5245856846269973e37	5.730579176969505e36	2.1545013236730145e36	8.10212267538792e35	3.0475930422182582e35	1.1466308634644309e35	4.315203125382047e34	1.6243977326092683e34	6.116453264125535e33	2.303699560349791e33	8.679080977679585e32	3.270742090908607e32	1.2329531069734314e32	4.649194065666628e31	1.7536500012261768e31	6.616764717089671e30	2.4974081253260512e30	9.429269995378606e29	3.561354095146211e29	1.3455651782700396e29	5.085702429097967e28	1.9229060629445387e28	7.273284625622095e27	2.752156660717508e27	1.0418150741655791e27	3.9453734182351624e26	1.4947579849099278e26	5.6655813143143845e25	2.148397744071322e25	8.150562272720425e24	3.093637789366436e24	1.1748083182657869e24	4.4636196516980665e23	1.6968258664542432e23	6.45394071309498e22	2.4561694904044386e22	9.352890307978696e21	3.5636613490293143e21	1.3586872472225162e21	5.1835224181357655e20	1.978897722753502e20	7.56006747868823e19	2.8903049108238737e19	1.105833433290233e19	4.2342547588431555e18	1.6226296930176883e18	6.223459221285261e17	2.3890764599109328e17	9.179749515823206e16	3.5306293491857656e16	1.3592930539166932e16	5.238829256559626e15	2.021331472432711e15	7.808121533232398e14	3.0198591317807756e14	1.1694595898878016e14	4.534941157831672e13	1.761075134398414e13	6.849178221653969e12	2.668031436804392e12	1.0410610143458235e12	4.069478899381566e11	1.5937772289481396e11	6.254552102995653e10	2.45982139598499e10	9.696496258781849e9	3.8317941848851256e9	1.518259045629437e9	6.033031529272363e8	2.4047607221457434e8	9.617628233937514e7	3.8605770965708956e7	1.5558606147614144e7	6.297826926013966e6	2.561564908388082e6	1.0474635498240689e6	430877.87305401545	178427.58570068085	74444.70550345928	31327.00835900222	13312.756161674874	5722.237292114185	2492.7444865471025	1103.3505346252482	497.8692309659819	230.02247375258344	109.43020645136608	53.994724869942445	27.87359479430399	15.199447836254528	8.833681346884916	5.505335536238033	3.6838706354079296	2.635803427776325	2	1.5931991985941047	1.3192633561695393	1.1259175564425594	0.9836446892156364	0.8751207491707633	0.78977840552725	0.7209260844824152	0.6641737180510509	0.6165450421315345	0.5759609829728898	0.5409295160000149	0.5103537982995785	0.48341002839219155	0.4594675785960471	0.4380354513584995	0.4187255492224724	0.40122694250130414	0.3852874915107451	0.37070048887811574	0.3572947938544476	0.34492743834728373	0.3334780107503945	0.3228443374618609	0.31293912460166873	0.3036873191784112	0.29502401560552777	0.28689278006325974	0.2792442982193179	0.2720352755090466	0.26522753643708946	0.2587872818954098	0.25268447298081126	0.2468923167490496	0.24138683467697733	0.23614649865037243	0.2311519224082166	0.22638559878571513	0.2218316749798757	0.21747575953952175	0.21330475595023846	0.20930671861438857	0.20547072777018463	0.20178678049227636	0.1982456954003877	0.19483902909602183	0.19155900266866022	0.1883984368765991	0.18535069482491048	0.1824096311428791	0.17956954681272067	0.1768251489260456	0.17417151474889364	0.17160405956384553	0.16911850783163104	0.1667108672771716	0.16437740555803154	0.1621146292183955	0.15991926467021145	0.15778824097611616	0.15571867423706004	0.15370785341190188	0.15175322741725106	0.149852393374007	0.1480030858827924	0.14620316722416374	0.14445061839139717	0.14274353087404915	0.14108009911958191	0.13945861360831704	0.13787745448397246	0.13633508568819697	0.13483004955293698	0.13336096180926207	0.1319265069755093	0.1305254340913596	0.12915655276778965	0.12781872952580153	0.12651088439946837	0.12523198778118216	0.12398105748908891	0.12275715603857068	0.12155938810131531	0.1203868981370186	0.11923886818411873	0.11811451579717624	0.11701309211960885	0.11593388008147719	0.11487619271290635	0.11383937156453512	0.11282278522710976	0.11182582794300051	0.11084791830301549	0.10988849802242856	0.10894703079063138	0.10802300118926762	0.10711591367411473	0.10622529161635161	0.10535067639918864	0.10449162656614672	0.10364771701755524	
n=2	2.742988347390018e39	1.0297900359999135e39	3.866908393679683e38	1.4523504844126478e38	5.455986291064317e37	2.0500827419652162e37	7.70491500072047e36	2.8964416555794186e36	1.0890915407840829e36	4.096084639790054e35	1.5409223090101954e35	5.798321237203304e34	2.1824083754640187e34	8.21645688421412e33	3.094216105244285e33	1.1655663132111873e33	4.3918398770454566e32	1.655320760103342e32	6.24089787996783e31	2.3536639427904448e31	8.879277536647017e30	3.350812038812723e30	1.2649266991278227e30	4.776692065671865e29	1.8044282154476793e29	6.818777121724535e28	2.577698448929694e28	9.748119307854154e27	3.687883882404369e27	1.3957449904611138e27	5.2846024336577254e26	2.001709959804734e26	7.58539115980103e25	2.8757324151339225e25	1.0907332274664496e25	4.138990096601788e24	1.5713845958091415e24	5.968836119243433e23	2.2684176046794454e23	8.625614386925985e22	3.2816979636080075e22	1.2492719311430609e22	4.758541510150608e21	1.813670582845048e21	6.917039895657675e20	2.6397917519751964e20	1.0081318437164863e20	3.85278394966828e19	1.4735120111525229e19	5.639844973330379e18	2.1603725474122568e18	8.282329531214495e17	3.178000926111862e17	1.2205328265101488e17	4.691980413474634e16	1.805480161168673e16	6.954707339631377e15	2.681858208314699e15	1.035347945499428e15	4.0017949804314644e14	1.5487012140602475e14	6.001407179398448e13	2.328851700987792e13	9.05038438073621e12	3.5226106699034507e12	1.3733265777881155e12	5.363363235844196e11	2.098463474376542e11	8.226545709252057e10	3.2317789848671593e10	1.2724353314114223e10	5.02190137531971e9	1.987078541693345e9	7.884260681620173e8	3.137623106127116e8	1.252682333179827e8	5.018822313019113e7	2.0184592472448707e7	8.151761471367065e6	3.307315106581256e6	1.3486519724399548e6	553052.7992558429	228223.70596990112	94846.49658976935	39733.40268947256	16798.11337037065	7177.096548623991	3104.489410413318	1362.5931572505656	608.622090698475	277.7145730180184	130.1078573627846	62.99394404118173	31.777743754932153	16.86168386395032	9.502921472151474	5.733796969813401	3.7180536558838475	2.5866066106752674	1.9175215993172803	1.5	1.2253197574226624	1.0354295353603866	0.898163437735019	0.7949999617850905	0.7148512312907999	0.6508206624112314	0.5984584950545462	0.5547934764474887	0.5177780864549382	0.4859605289735874	0.4582847498702484	0.4339648667425353	0.41240409785767834	0.3931410437412799	0.37581322777667064	0.36013179878282586	0.345863620558671	0.33281835566117224	0.3208389930175952	0.30979479384913733	0.29957596442246687	0.29008958099751386	0.2812564357600561	0.2730085690457045	0.26528731917798354	0.2580417670843351	0.2512274851421018	0.2448055227090936	0.2387415775304314	0.2330053142148507	0.22756980010559238	0.22241103548079774	0.2175075600915535	0.2128401218741984	0.20839139660954667	0.20414574956870207	0.20008903194860048	0.19620840628180852	0.19249219609441448	0.1889297559502338	0.18551135870956614	0.18222809738469378	0.17907179942142448	0.17603495159873248	0.17311063403429153	0.17029246202593645	0.16757453465839947	0.16495138926935382	0.16241796100543546	0.1599695468127199	0.15760177330128525	0.15531056800333104	0.1530921336115489	0.1509429248412329	0.14885962760774982	0.14683914025190886	0.14487855658066068	0.14297515052038967	0.14112636220564775	0.13932978534817103	0.13758315574998292	0.13588434084076814	0.13423133013389607	0.1326222265077924	0.13105523823008083	0.12952867165126858	0.12804092450291973	0.1265904797424193	0.12517589989271105	0.12379582183091122	0.12244895198456675	0.12113406189861599	0.11984998413990575	0.11859560850947574	0.11736987853580406	0.11617178822485331	0.1150003790451134	0.11385473712793649	0.11273399066533535	0.11163730748908891	0.11056389281650086	0.10951298714950092	0.10848386431498347	0.1074758296353659	0.10648821821932158	0.10552039336352449	0.10457174505703538	0.10364168858067495	0.10272966319437984	0.10183513090612209	0.1009575753165061	0.1000965005336393	0.09925143015331075	0.09842190629991161	0.09760748872389367	0.09680775395189252	0.09602229448594457	0.09525071804850141	0.09449264687019732	0.09374771701755526	
n=3	2.7161071760111603e39	1.019598300974004e39	3.8282555901969765e38	1.4376865826994415e38	5.400337393803225e37	2.0289573408366903e37	7.624692215279912e36	2.865967058635574e36	1.0775109996899103e36	4.0520622438912696e35	1.5241815231243474e35	5.734635985701056e34	2.1581720715492012e34	8.124186534552248e33	3.0590738127963836e33	1.1521765103422286e33	4.3408012926667034e32	1.635857852503279e32	6.166646251625716e31	2.325324064823783e31	8.771062255701836e30	3.309470865669979e30	1.2491256552022059e30	4.7162689756756806e29	1.781310769662176e29	6.730285459578207e28	2.543806503251753e28	9.618243399339247e27	3.638086649859699e27	1.3766406007392022e27	5.211266029257799e26	1.9735409241753286e26	7.477123679076154e25	2.834092879325304e25	1.0747080075179122e25	4.0772736015846763e24	1.547599389659854e24	5.877102038871983e23	2.2330111200502077e23	8.488849726637624e22	3.2288272511167548e22	1.2288160403082116e22	4.679328599843632e21	1.7829689904560325e21	6.797935742505504e20	2.5935421034999172e20	9.901546978085575e19	3.782835203838444e19	1.4462659938514735e19	5.533600083928431e18	2.1188949031842637e18	8.12020774756493e17	3.114553878296935e17	1.195670196012772e17	4.59442021559969e16	1.7671435125470096e16	6.803838630555004e15	2.622393765333933e15	1.01187214723981e15	3.9089577474392044e14	1.511922266118414e14	5.855427981467843e13	2.2707967152832773e13	8.819023111466723e12	3.4302060156910522e12	1.3363350103887507e12	5.21491479738935e11	2.038735734226436e11	7.98556987862608e10	3.134270174606643e10	1.2328557959078873e10	4.86070844824426e9	1.921195840168655e9	7.613952171632327e8	3.026261243933822e8	1.2065991978204219e8	4.827205401726873e7	1.9383671691704854e7	7.815086736533249e6	3.1649098055781648e6	1.2880063506179855e6	527031.2071130066	216965.16890731323	89929.99134723659	37563.97751338602	15829.55370440007	6738.870861959953	2903.1626502776426	1268.455546474565	563.6922321593479	255.74910722314218	119.06178887501099	57.25183859773752	28.675292603389448	15.109698708891255	8.463616199330849	5.0838258755455215	3.2889596957657856	2.2879745983089355	1.6992406459907194	1.3333333333333333	1.093199198594105	0.927346445764963	0.8074148106375324	0.7171611436427268	0.6469051348667922	0.5906469529305672	0.5445252935442405	0.5059660066479315	0.4731966370856664	0.4449605743735094	0.4203433649729408	0.3986639443722681	0.3794045540526102	0.3621643676594341	0.34662804268206615	0.33254390818522395	0.31970852184930976	0.30795552987490377	0.2971474927995598	0.2871697938491949	0.27792603460910903	0.2693345096223388	0.2613254749641175	0.25383900886010574	0.2468233191774968	0.24023339202787142	0.2340299034726208	0.22817833612015367	0.22264825677105554	0.21741272162224248	0.2124477833891205	0.20773208040266022	0.20324649211146611	0.19897384872132887	0.19489868523927573	0.19100703214756987	0.1872862364577051	0.18372480808964667	0.180312287464797	0.17703913095022977	0.17389661139016807	0.1708767314414883	0.1679721478184186	0.16517610486694986	0.1624823761467727	0.15988521290947255	0.15737929853538132	0.1549597081350937	0.15262187264089275	0.15036154681271932	0.1481747806664761	0.14605789390228371	0.14400745296913908	0.14202025045216593	0.14009328651082997	0.13822375213237517	0.1364090139953576	0.13464660076435198	0.13293419065938442	0.1312696001629858	0.1296507737444406	0.1280757744952275	0.12654277558215177	0.12505005243552675	0.12359597559922056	0.12217900417763414	0.12079767982189177	0.11945062120384813	0.11813651893206767	0.11685413086881213	0.11560227781137843	0.11437983950492599	0.11318575095729415	0.11201899902928701	0.1108786192765448	0.1097636930214709	0.10867334463577166	0.10760673901603306	0.10656307923642201	0.10554160436408891	0.10454158742418077	0.10356233350257182	0.10260317797548991	0.1016634848561844	0.10074264524964927	0.09984007590719991	0.09895521787340825	0.09808753521854122	0.09723651385022426	0.0964016603985775	0.09558250116954452	0.0947785811615673	0.09398946314115074	0.09321472677321714	0.09245396780247654	0.09170679728233234	0.09097284084811373	0.09025173803167169	0.08954314161460085	0.08884671701755525	
n=4	2.7155695525861922e39	1.0193924073381537e39	3.82746675747695e38	1.4373842342121369e38	5.399178041783379e37	2.028512595552308e37	7.622985347514542e36	2.86531169096327e36	1.0772592487980875e36	4.051094718712644e35	1.5238095056625363e35	5.733204856462803e34	2.157621246463699e34	8.122065377102113e33	3.058256550186431e33	1.151861456159027e33	4.339586088284129e32	1.6353888667779766e32	6.164835236414703e31	2.324624314754413e31	8.768356873678208e30	3.3084242536916833e30	1.2487205002297545e30	4.714699544766691e29	1.780702415825717e29	6.727925681920977e28	2.5428905047199185e28	9.614685155270356e27	3.636703393400129e27	1.3761024489160518e27	5.209170703417811e26	1.9727244303889737e26	7.473939341407798e25	2.8328499081071463e25	1.074222394792203e25	4.0753746325072466e24	1.5468561019676973e24	5.874189845844356e23	2.2318689753847657e23	8.484365639415132e22	3.2270648940337478e22	1.2281226202799273e22	4.676597120177944e21	1.7818917416003083e21	6.793682022750203e20	2.5918602981008743e20	9.894888775897704e19	3.780195628524219e19	1.4452180701091721e19	5.529433617677572e18	2.117235797415228e18	8.113590531906113e17	3.1119102513047917e17	1.1946122117363469e17	4.590178467866235e16	1.7654396614972524e16	6.796980961960992e15	2.6196279772884555e15	1.0107542520846412e15	3.904429101927566e14	1.5100833187213812e14	5.847941868753628e13	2.2677411897199227e13	8.806517096911643e12	3.4250724237903184e12	1.3342212065373193e12	5.2061825363035425e11	2.035115871186965e11	7.970508889212155e10	3.1279792836231697e10	1.2302171602098482e10	4.849591694668648e9	1.916489932928802e9	7.593929319164109e8	3.0176949469670546e8	1.2029125471247669e8	4.8112373271738835e7	1.931402642078003e7	7.784479957568162e6	3.151347411850606e6	1.2819418051087894e6	524292.1096965815	215714.23886402353	89351.59857383466	37292.82019978248	15700.434637849667	6676.291001967622	2872.214943592321	1252.793722456999	555.5534700009066	251.3893473975519	116.64414402588957	55.85797890354641	27.836503355775015	14.5812592127606	8.114560756869288	4.842173661744918	3.1140081667981896	2.156009252609271	1.5960103224059619	1.25	1.0241069829178868	0.8687628686937199	0.7568027842580789	0.6727472193805751	0.6074169067697281	0.555149300535232	0.512315732070992	0.4765062074311491	0.4460665887973476	0.4198272319601772	0.39693876828758073	0.3767696536561687	0.3588403813046254	0.3427800832901099	0.3282971784723721	0.31515906117647874	0.30317774914830686	0.29219954755467936	0.28209747527842843	0.27276562718225084	0.2641149168132287	0.2560698191409047	0.2485658483662041	0.24154758331948073	0.23496710584448402	0.2287827542152637	0.2229581193987342	0.21746123040029694	0.21226388808777677	0.20734111668395638	0.20267070919877142	0.1982328484283649	0.19400978916075368	0.1899855902793315	0.1861458877937593	0.18247770163392207	0.17896927044819796	0.17560990974887816	0.1723898896167389	0.16930032886689303	0.16633310312932267	0.16348076474036852	0.16073647269917637	0.15809393123354423	0.15554733575658689	0.1530913251898973	0.15072093978884207	0.1484315837379092	0.14621899189386664	0.14407920014605213	0.14200851893973615	0.1400035095728365	0.1380609629304876	0.1361778803678101	0.13435145649011174	0.13257906361283453	0.13085823771180088	0.12918666569846815	0.12756217387564187	0.12598271744693637	0.12444637096866595	0.1229513196461589	0.12149585138802725	0.12007834954195168	0.11869728624427264	0.1173512163232998	0.11603877170291745	0.11475865625890412	0.11350964108551626	0.1122905601343959	0.11110030619184384	0.10993782716401	0.10880212264266255	0.10769224072694975	0.10660727507901394	0.10554636219348976	0.10450867886285413	0.10349343982232116	0.10249989555951686	0.10152733027554722	0.10057505998530797	0.09964243074599287	0.0987288170037508	0.09783362004933947	0.09695626657442587	0.09609620732091284	0.09525291581632686	0.09442588718889273	0.09361463705645998	0.09281870048393036	0.09203763100427627	0.09127099969864133	0.09051839433137641	0.08977941853619645	0.08905369104994497	0.08834084499072595	0.08764052717741606	0.08695239748779747	0.08627612825276104	0.08561140368422192	
n=5	2.715553423883594e39	1.0193861681371252e39	3.827442609536763e38	1.4373748832280774e38	5.399141812033077e37	2.028498550964498e37	7.622930873011831e36	2.865290550070776e36	1.0772510395299342e36	4.051062822278393e35	1.5237971050805495e35	5.733156616151652e34	2.1576024683358677e34	8.121992233742024e33	3.0582280410256956e33	1.1518503365996386e33	4.339542688127637e32	1.6353719154867004e32	6.164768979760536e31	2.324598398085105e31	8.768255421852323e30	3.308384508933013e30	1.2487049173461987e30	4.7146383981079e29	1.780678401858488e29	6.7278312908146886e28	2.5428533696443045e28	9.614538926062046e27	3.636645757714315e27	1.376079710106623e27	5.209080903738956e26	1.9726889306591328e26	7.473798855922431e25	2.832794252679469e25	1.0742003214864896e25	4.0752869877805994e24	1.5468212603571292e24	5.874051169985904e23	2.231813710320312e23	8.48414511053535e22	3.226976776179603e22	1.2280873616344235e22	4.67645583674697e21	1.7818350442921166e21	6.793454144906186e20	2.591768563260934e20	9.894518875776188e19	3.7800462186007855e19	1.4451576129701982e19	5.529188531427542e18	2.1171362510690929e18	8.113185396253562e17	3.111745024617792e17	1.1945446808250893e17	4.589901832144498e16	1.7653260714272708e16	6.796513393647763e15	2.6194350153317895e15	1.0106744024306971e15	3.9040977376218156e14	1.509945397666592e14	5.847366013929395e13	2.267499964017522e13	8.805503095731361e12	3.4246446244651978e12	1.3340400233500312e12	5.205412042678272e11	2.034786792728855e11	7.969096921455165e10	3.12737048772235e10	1.2299532966408493e10	4.848441685686598e9	1.9159857285906024e9	7.591704557871339e8	3.016706528182425e8	1.2024701491413029e8	4.809241318896532e7	1.9304942265877403e7	7.780306317255049e6	3.149409938933814e6	1.2810321357812043e6	523859.6337882901	215505.76441220805	89249.5439667082	37241.993828462226	15674.627491199426	6662.898889109778	2865.092395894916	1248.8990997856786	553.3565348667015	250.1064194498482	115.86604018728553	55.366531518222445	27.51273653536821	14.35870613136179	7.95512749139232	4.723434501394459	3.0223899711639257	2.083061234059774	1.5363193516516909	1.2	0.9813836299465407	0.8316382343005847	0.7240814773041988	0.6435576625771885	0.5811098436279656	0.5312314600662306	0.49040554413095067	0.4563036321374333	0.42733216044899425	0.40236723468415314	0.3805945673835525	0.3614098930018099	0.3443551904002449	0.32907671565487234	0.31529668464752314	0.30279371999046373	0.2913890619777013	0.28093665571892135	0.27131589909726245	0.2624262521819415	0.2541831717360328	0.2465150042060643	0.2393605822697078	0.23266734484473056	0.2263898514478061	0.22048859704018217	0.21492905836988607	0.20968092029883426	0.2047174434687889	0.20001494384443683	0.19555236153975988	0.19131090142594365	0.18727373185323276	0.18342573073008733	0.17975327043193906	0.17624403473227532	0.1728868622868013	0.16967161224946067	0.16658904842556008	0.16363073902314007	0.16078896958743066	0.15805666712377966	0.15542733375400541	0.1528949885267295	0.15045411622704252	0.14809962221508596	0.14582679247479055	0.14363125817939926	0.14150896418450035	0.1394561409460517	0.13746927943346562	0.13554510866876587	0.1336805755741846	0.13187282685397786	0.13011919267305985	0.12841717192638122	0.12676441891970727	0.12515873130532415	0.1235980391358321	0.1220803949160721	0.12060396454780237	0.1191670190743396	0.11776792714330299	0.116405148115088	0.11507722575296253	0.11378278243789074	0.11252051385749841	0.11128918412412225	0.11008762128174314	0.10891471316587084	0.10776940358421849	0.10665068878932592	0.10555761421723642	0.10448927146893638	0.10344479551358184	0.10242336209459431	0.10142418532153923	0.10044651543233574	0.0994896367118044	0.09855286555386754	0.09763554865588353	0.09673706133464821	0.09585680595453658	0.09499421045910779	0.09414872699825728	0.09331983064369033	0.09250701818611129	0.09170980700808529	0.0909277340270363	0.09016035470330747	0.08940724210862579	0.08866798605069327	0.08794219224997124	0.08722948156503754	0.08652948926318281	0.08584186433317198	0.08516626883733457	0.08450237730036506	0.08384987613241277	0.0832084630842219	
n=6	2.7155527787354942e39	1.0193859160481958e39	3.8274416239065545e38	1.4373744976204877e38	5.399140302460147e37	2.0284979596134315e37	7.622928554947878e36	2.865289640785073e36	1.0772506826052296e36	4.051061420237315e35	1.5237965539435664e35	5.733154448047752e34	2.15760161478459e34	8.121988870828862e33	3.058226715018195e33	1.151849813326245e33	4.3395406214534724e32	1.6353710985570004e32	6.164765747728544e31	2.3245971182495495e31	8.768250349261028e30	3.30838249654017e30	1.2487041182239652e30	4.714635221658092e29	1.7806771379654765e29	6.727826256622354e28	2.5428513623429197e28	9.614530913502687e27	3.636642555731769e27	1.3760784290469372e27	5.209075772328737e26	1.9726868727037802e26	7.473790592070352e25	2.8327909299673697e25	1.074198983710386e25	4.0752815942589594e24	1.5468190827564686e24	5.8740423651694975e23	2.2318101448322835e23	8.484130649625204e22	3.2269709016559946e22	1.2280849712177792e22	4.676446093062077e21	1.7818310655336474e21	6.79343786791733e20	2.591761891636212e20	9.894491475767188e19	3.78003494238015e19	1.4451529624210467e19	5.529169308976559e18	2.1171282873614024e18	8.113152323955392e17	3.111731255727208e17	1.1945389335134922e17	4.589877776864342e16	1.7653159745321594e16	6.79647088743746e15	2.6194170653823285e15	1.0106667977017481e15	3.9040654093968544e14	1.509931605561109e14	5.847306951896124e13	2.2674745718383156e13	8.805393473982121e12	3.424597091206847e12	1.334019316700058e12	5.205321396369468e11	2.0347469044309613e11	7.968920425486172e10	3.127291933413212e10	1.22991811483232e10	4.848283063764958e9	1.9159136994065738e9	7.591374963679818e8	3.016554463830943e8	1.2023993655439606e8	4.808908651683688e7	1.9303362421546683e7	7.779547482652721e6	3.1490409059976516e6	1.2808502119158292e6	523768.5967550208	215459.44786738197	89225.54288268706	37229.299735635555	15667.758918760688	6659.086856865193	2862.9162273728343	1247.6175588953124	552.5758311815634	249.61324827077675	115.54243848124284	55.145807825561675	27.35629835227901	14.243670743762706	7.86758087901078	4.654695341044009	2.9668990436515754	2.0371651969607805	1.497555468634605	1.1666666666666667	0.9522770418319252	0.805887503086855	0.701043219909372	0.6227472193805742	0.5621554941413732	0.5138433537122263	0.4743542229538216	0.4414049197842747	0.4134363508260143	0.3893512335945241	0.36835609498496236	0.34986314655318707	0.3334275568322607	0.31870624926480834	0.3054301496673147	0.2933850552867568	0.28239816484111363	0.2723284094598855	0.263059388819235	0.25449412718155495	0.2465511231787817	0.2391613341936045	0.23226584593795654	0.22581405126107237	0.21976221215178476	0.2140723135286337	0.20871114148525075	0.20364953602759664	0.19886178065759885	0.19432510022302538	0.19001924510865242	0.1859261448012357	0.18202961758746858	0.17831512597116708	0.17476956955899758	0.17138110883245264	0.16813901452046107	0.16503353830202697	0.16205580136824177	0.15919769800751266	0.1564518118841983	0.1538113430872624	0.15127004435355465	0.14882216513643864	0.1464624024074454	0.14418585725637303	0.1419879965015177	0.13986461864260782	0.1378118235893461	0.1358259856820514	0.13390372959081986	0.1320419087383095	0.13023758594069781	0.1284880160031505	0.1267906300415726	0.1251430213325564	0.12354293251915237	0.12198824402209263	0.12047696352497173	0.1190072164181297	0.11757723709999011	0.11618536104671504	0.11483001757153943	0.11350972320426694	0.11222307562935084	0.11096874812791555	0.10974548447513535	0.10855209424969765	0.10738744851674446	0.10625047584978656	0.10514015866070445	0.1040555298101417	0.10299566947342416	0.10195970223963981	0.10094679442373823	0.09995615157348353	0.0989870161548543	0.09803866540105292	0.09711040931168859	0.09620158878995151	0.09531157390671931	0.09443976228154305	0.09358557757136615	0.0927484680586426	0.09192790533125345	0.09112338304728206	0.09033441577830512	0.0895605379253947	0.088801302702516	0.08805628118244627	0.08732506140074228	0.08660724751364755	0.08590245900616071	0.085210329946789	0.08453050828578332	0.08386265519390337	0.08320644443898739	0.08256156179781127	0.08192770450091166	0.08130458070822193	
