Gamma_gx2	Gamma=-50.	Gamma=-49.5	Gamma=-49.	Gamma=-48.5	Gamma=-48.	Gamma=-47.5	Gamma=-47.	Gamma=-46.5	Gamma=-46.	Gamma=-45.5	Gamma=-45.	Gamma=-44.5	Gamma=-44.	Gamma=-43.5	Gamma=-43.	Gamma=-42.5	Gamma=-42.	Gamma=-41.5	Gamma=-41.	Gamma=-40.5	Gamma=-40.	Gamma=-39.5	Gamma=-39.	Gamma=-38.5	Gamma=-38.	Gamma=-37.5	Gamma=-37.	Gamma=-36.5	Gamma=-36.	Gamma=-35.5	Gamma=-35.	Gamma=-34.5	Gamma=-34.	Gamma=-33.5	Gamma=-33.	Gamma=-32.5	Gamma=-32.	Gamma=-31.5	Gamma=-31.	Gamma=-30.5	Gamma=-30.	Gamma=-29.5	Gamma=-29.	Gamma=-28.5	Gamma=-28.	Gamma=-27.5	Gamma=-27.	Gamma=-26.5	Gamma=-26.	Gamma=-25.5	Gamma=-25.	Gamma=-24.5	Gamma=-24.	Gamma=-23.5	Gamma=-23.	Gamma=-22.5	Gamma=-22.	Gamma=-21.5	Gamma=-21.	Gamma=-20.5	Gamma=-20.	Gamma=-19.5	Gamma=-19.	Gamma=-18.5	Gamma=-18.	Gamma=-17.5	Gamma=-17.	Gamma=-16.5	Gamma=-16.	Gamma=-15.5	Gamma=-15.	Gamma=-14.5	Gamma=-14.	Gamma=-13.5	Gamma=-13.	Gamma=-12.5	Gamma=-12.	Gamma=-11.5	Gamma=-11.	Gamma=-10.5	Gamma=-10.	Gamma=-9.5	Gamma=-9.	Gamma=-8.5	Gamma=-8.	Gamma=-7.5	Gamma=-7.	Gamma=-6.5	Gamma=-6.	Gamma=-5.5	Gamma=-5.	Gamma=-4.5	Gamma=-4.	Gamma=-3.5	Gamma=-3.	Gamma=-2.5	Gamma=-2.	Gamma=-1.5	Gamma=-1.	Gamma=-0.5	Gamma=0.	Gamma=0.5	Gamma=1.	Gamma=1.5	Gamma=2.	Gamma=2.5	Gamma=3.	Gamma=3.5	Gamma=4.	Gamma=4.5	Gamma=5.	Gamma=5.5	Gamma=6.	Gamma=6.5	Gamma=7.	Gamma=7.5	Gamma=8.	Gamma=8.5	Gamma=9.	Gamma=9.5	Gamma=10.	Gamma=10.5	Gamma=11.	Gamma=11.5	Gamma=12.	Gamma=12.5	Gamma=13.	Gamma=13.5	Gamma=14.	Gamma=14.5	Gamma=15.	Gamma=15.5	Gamma=16.	Gamma=16.5	Gamma=17.	Gamma=17.5	Gamma=18.	Gamma=18.5	Gamma=19.	Gamma=19.5	Gamma=20.	Gamma=20.5	Gamma=21.	Gamma=21.5	Gamma=22.	Gamma=22.5	Gamma=23.	Gamma=23.5	Gamma=24.	Gamma=24.5	Gamma=25.	Gamma=25.5	Gamma=26.	Gamma=26.5	Gamma=27.	Gamma=27.5	Gamma=28.	Gamma=28.5	Gamma=29.	Gamma=29.5	Gamma=30.	Gamma=30.5	Gamma=31.	Gamma=31.5	Gamma=32.	Gamma=32.5	Gamma=33.	Gamma=33.5	Gamma=34.	Gamma=34.5	Gamma=35.	Gamma=35.5	Gamma=36.	Gamma=36.5	Gamma=37.	Gamma=37.5	Gamma=38.	Gamma=38.5	Gamma=39.	Gamma=39.5	Gamma=40.	Gamma=40.5	Gamma=41.	Gamma=41.5	Gamma=42.	Gamma=42.5	Gamma=43.	Gamma=43.5	Gamma=44.	Gamma=44.5	Gamma=45.	Gamma=45.5	Gamma=46.	Gamma=46.5	Gamma=47.	Gamma=47.5	Gamma=48.	Gamma=48.5	Gamma=49.	Gamma=49.5	Gamma=50.	
n=1	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	
n=2	5.3762342828009056e39	2.017963537941748e39	7.575949493843734e38	2.8447969368447785e38	1.0684588291996458e38	4.0138262215321457e37	1.5081883691098974e37	5.668275042780157e36	2.1308195657778576e36	8.012076071195707e35	3.0133414664161176e35	1.1335974794881979e35	4.265589499836047e34	1.6055040883757095e34	6.044474317762483e33	2.2762664942772007e33	8.57448220126823e32	3.2308426597906627e32	1.2177266388057759e32	4.591060245752354e31	1.7314444939404652e31	6.53190535655388e30	2.4649628504959338e30	9.305155851807753e29	3.513851759397055e29	1.3273749321951694e29	5.016007960336534e28	1.8961882643182425e28	7.170801486435432e27	2.712823340512783e27	1.0267096615996107e27	3.88732691686085e26	1.4724377378596468e26	5.579697798360912e25	2.1153290332097407e25	8.023144352237257e24	3.0445063871145823e24	1.155849412682884e24	4.390404094037232e23	1.6685288555232862e23	6.344485498973936e22	2.4137951185227504e22	9.18869759565616e21	3.4999815323685245e21	1.3339665153134947e21	5.087461332321128e20	1.9415317580740267e20	7.414567058039885e19	2.8335857993426977e19	1.0836978719143883e19	4.147764422861792e18	1.5887934797924751e18	6.090916590346785e17	2.3370872668015645e17	8.975538204697131e16	3.4502983760341812e16	1.3276446399071088e16	5.113942096489847e15	1.9719670538665622e15	7.612653105601855e14	2.942315835441052e14	1.1386377438959125e14	4.412178913687754e13	1.7120733926495836e13	6.653135103501028e12	2.58940971803255e12	1.0094493815227571e12	3.942030850010044e11	1.5422453160459375e11	6.045546236169878e10	2.3747721291855194e10	9.349189767074213e9	3.689431286327944e9	1.459665954913052e9	5.790816846123292e8	2.304156777931838e8	9.19761184183681e7	3.684235698347126e7	1.481368935161632e7	5.98102363931955e6	2.4258258720277445e6	988821.5011737677	405308.33417858114	167162.17822462233	69422.6056287085	29057.789977434695	12271.31922614411	5235.49576341172	2260.302658593072	989.4568878535463	440.3093158959267	199.82923277959765	92.87368709504649	44.43400646646649	22.023821860707336	11.393052728206108	6.199768754143028	3.5745637607083696	2.1945280494653248	1.4365636569180904	1	0.7357588823428846	0.5676676416183063	0.4555079602276802	0.3772894548610917	0.3205390357599269	0.27791534073816304	0.24493505395081436	0.21876048320712443	0.1975339113531924	0.18000090799860463	0.16528953225953327	0.15277779018682747	0.14201179375129538	0.13265300720012335	0.12444438882151009	0.11718750087929294	0.1107266438852663	0.1049382716991458	0.09972299172104122	0.09500000001062049	0.09070294784963369	0.08677685950576133	0.08317580340360943	0.07986107464807499	0.07679996499555612	0.07396446338344356	0.07133055743790337	0.06887751976695247	0.06658736578167347	0.0644444152750285	0.06243493535064272	0.060546847653304134	0.05876948679706727	0.057093399867677024	0.05551017907923833	0.054012321371220307	0.05259311002347446	0.05124651436784639	0.04996710445246599	0.04874997812326656	0.04759069846653529	0.04648523993608686	0.04542994179137876	0.0444214677155222	0.04345677067764502	0.042533062262381405	0.041647785818086924	0.040798592880683875	0.039983322416502994	0.03919998249877524	0.03844673409144135	0.037721876662990574	0.037023835393948476	0.03635114977587919	0.03570246342853374	0.035076514986018666	0.034472129923356284	0.0338882132121895	0.03332374270916932	0.03277776319317338	0.03224938097829187	0.03173775903876664	0.03124211259002522	0.030761705076806277	0.0302958445252983	0.029843880221343343	0.029405199681211507	0.02897922588532589	0.02856541474869525	0.02816325280476183	0.027772255081954484	0.02739196315450192	0.027021943351050876	0.026661785106386077	0.026311099443093143	0.025969517571370764	0.025636689596405308	0.025312283323791675	0.024995983154434076	0.024687489061204958	0.02438651564039258	0.024092791231638357	0.023806057100664062	0.023526066679624758	0.023252584860402832	0.022985387336588805	0.022724259990280736	0.022468998320181347	0.02221940690778451	0.021975298918724323	0.021736495636614454	0.021502826026934645	0.021274126328272126	0.021050239671576716	0.02083101571887876	0.02061631032852781	0.020405985238871948	0.0201999077714892	0.019997950552211066	0.019799991248706104	
n=3	8.064351424201383e39	3.0269453069126304e39	1.1363924240765631e39	4.26719540526718e38	1.602688243799473e38	6.020739332298236e37	2.262282553664853e37	8.502412564170261e36	3.1962293486667955e36	1.2018114106793591e36	4.520012199624189e35	1.7003962192323013e35	6.398384249754088e34	2.40825613256357e34	9.066711476643749e33	3.41439974141581e33	1.2861723301902378e33	4.846263989686007e32	1.826589958208668e32	6.8865903686285495e31	2.597166740910704e31	9.79785802771582e30	3.697444275743909e30	1.3957733789120222e30	5.2707776345356074e29	1.9910623982927587e29	7.52401194050482e28	2.84428239647737e28	1.0756202229653175e28	4.0692350107691846e27	1.5400644923994193e27	5.830990375291287e26	2.2086566067894747e26	8.369546697541387e25	3.1729935498146186e25	1.2034716528355908e25	4.566759580671883e24	1.73377411902433e24	6.58560614105586e23	2.5027932832849342e23	9.516728248460921e22	3.6206926777841323e22	1.3783046393484265e22	5.249972298552797e21	2.0009497729702463e21	7.631191998481708e20	2.9122976371110458e20	1.1121850587059847e20	4.250378699014054e19	1.625546807871585e19	6.221646634292697e18	2.383190219688717e18	9.136374885520193e17	3.505630900202352e17	1.346330730704572e17	5.17544756405128e16	1.991466959860666e16	7.670913144734781e15	2.957950580799848e15	1.14189796584028e15	4.4134737531615844e14	1.7079566158438712e14	6.618268370531639e13	2.568110088974379e13	9.979702655251555e12	3.8841145770488296e12	1.5141740722841372e12	5.913046275015073e11	2.313367974068909e11	9.068319354254825e10	3.562158193778282e10	1.4023784650611336e10	5.534146929491922e9	2.1894989323695803e9	8.686225269184946e8	3.4562351668977594e8	1.3796417762755227e8	5.5263535475206934e7	2.2220534027424496e7	8.971535458979331e6	3.638738808041618e6	1.4832322517606525e6	607962.501267872	250743.26733693367	104133.9084430628	43586.68496617474	18406.978839216175	7853.243645117584	3390.4539878896094	1484.18533178032	660.4639738438905	299.7438491693966	139.31053064256977	66.65100969969976	33.035732791061015	17.089579092309165	9.299653131214544	5.361845641062556	3.2917920741979874	2.1548454853771357	1.5	1.103638323514327	0.8515014624274595	0.6832623561226213	0.5659341822916377	0.4808082928691245	0.41687322934805604	0.367402768283607	0.3281407248106867	0.2963007211923748	0.2700012307339943	0.24793417905504542	0.2291667946711294	0.21301779160353976	0.19897960456430167	0.18666667074548668	0.1757812513189394	0.16608996582789942	0.15740733462101292	0.14958441849215567	0.14249993438099468	0.13605435926498757	0.13016522959051818	0.1247636480315566	0.1197916119721125	0.1151999474933342	0.11094669507516533	0.10699583615685505	0.10331627965042872	0.09988104867251021	0.09666662291254276	0.09365244537108422	0.09082031250179134	0.08815426997435014	0.08564013841030155	0.08326530612453534	0.08101848205683045	0.07888966503521168	0.0768697715517696	0.07495065667869898	0.07312496718489983	0.07138604769980295	0.06972785990413029	0.06814491268706815	0.0666322015732833	0.06518515601646754	0.06379959339357211	0.0624716787271304	0.06119788932102582	0.059974983624754494	0.058799973748162856	0.05767010113716202	0.05658281499448588	0.05553575309092271	0.0545267246638188	0.05355369514280061	0.05261477247902801	0.05170819488503442	0.05083231981828426	0.049985614063753965	0.04916664478976008	0.048374071467437794	0.04760663855814995	0.04686316888503783	0.04614255761520942	0.045443766787947454	0.04476582033201502	0.04410779952181726	0.04346883882798883	0.04284812212304287	0.04224487920714274	0.041658382622931735	0.04108794473175289	0.04053291502657631	0.03999267765957912	0.03946664916463972	0.03895427635705615	0.03845503439460796	0.03796842498568751	0.037493974731651114	0.03703123359180743	0.036579773460588876	0.036139186847457525	0.03570908565099609	0.03528910001943713	0.034878877290604245	0.03447808100488321	0.0340863899854211	0.033703497480272016	0.03332911036167677	0.032962948378086485	0.032604743454921675	0.03225423904040197	0.03191118949309423	0.03157535950810765	0.031246523579121097	0.030924465493659105	0.03060897785924403	0.030299861658243124	0.029996925828316593	0.02969998687305915	
n=4	1.0699781469694061e40	4.015955393103388e39	1.5076171046162147e39	5.6608707672377684e38	2.1260197493510474e38	7.986291131376025e37	3.000673554684765e37	1.1276911627017264e37	4.2389815511510275e36	1.5938042400951138e36	5.993945395984177e35	2.2547441345236022e35	8.483808042013483e34	3.19297833830908e34	1.2020298575849096e34	4.5263834911828985e33	1.7049317642544147e33	6.423697475965316e32	2.4209651558378193e32	9.126840235710145e31	3.441787008179791e31	1.298322158162071e31	4.899133923215068e30	1.84926043859508e30	6.982685334896038e29	2.6375234874925252e29	9.966064026380877e28	3.76711299574729e28	1.4244775020700693e28	5.388514205228055e27	2.039171107487238e27	7.719948750035616e26	2.9238588471079954e26	1.107860246754093e26	4.199578851973834e25	1.592665365259518e25	6.042928937314914e24	2.2939344478970075e24	8.71227950814689e23	3.310601596433404e23	1.25867542871314e23	4.7880652954323795e22	1.8224432330029775e22	6.94071437767048e21	2.6449629439476205e21	1.0085786978489802e21	3.8484408647697754e20	1.469451577504857e20	5.614775411567908e19	2.146980059198561e19	8.21589176880568e18	3.1464860459868047e18	1.206022633904802e18	4.626565241161232e17	1.7764439509111315e17	6.82733115692456e16	2.626487071717749e16	1.0114486883109128e16	3.899218301524231e15	1.5048689036242485e15	5.81475166979251e14	2.24957687074855e14	8.714358907093198e13	3.3803757343562887e13	1.3131728082378738e13	5.10906390896924e12	1.9909555275716577e12	7.771845945798828e11	3.039307663849494e11	1.1908656633791766e11	4.6756624587984055e10	1.8398227187298615e10	7.256508984088675e9	2.8692747783228974e9	1.137604256171242e9	4.523520586536182e8	1.8043926010195145e8	7.222216294425526e7	2.9015242790617377e7	1.17043614642402e7	4.742489591478072e6	1.9310780129097127e6	790601.4543231612	325648.1315123631	135048.67553285605	56436.69875613178	23791.34679898346	10130.233419930595	4363.653743669277	1905.331582945722	845.407219853282	382.40161828189105	177.05088269158682	84.34073336152238	41.600552403557884	21.40560579569409	11.582899747351505	6.64084265911581	4.0557227655973165	2.6430243040876045	1.8333333333333333	1.3454610783810896	1.0363362581882523	0.8307432733940956	0.6877291219617597	0.5841623348659672	0.5064785673056688	0.4464230776373618	0.398785625248699	0.36016502054447835	0.32826859162371713	0.30150548809517197	0.2787423170653192	0.2591528453884242	0.2421213559940258	0.2271802525574948	0.21396891458087233	0.20220463575381592	0.19166285646620362	0.18216301804827456	0.17355833335524423	0.16572827166431225	0.15857295722404044	0.15200893841116864	0.14596588000620223	0.14038435665796978	0.1352134522855779	0.13040951968484998	0.12593487779599408	0.12175682741143296	0.11784685524027727	0.114179985649157	0.11073424909903705	0.10749024353549265	0.10443077031371119	0.1015405303090618	0.09880586892755797	0.09621456108425036	0.09375562903297557	0.09141918734187386	0.08919631041325049	0.08707891881600845	0.08505968138803678	0.08313193061525648	0.08128958923430901	0.07952710636063536	0.07783940173098988	0.0762218168832141	0.07467007228720869	0.07318022959796011	0.07174865833086641	0.0703720063667232	0.06904717378275659	0.06777128958035292	0.06654169094230634	0.06535590470463289	0.06421163077201837	0.06310672724318626	0.06203919704403718	0.06100717589326272	0.060008921448040986	0.05904280349701457	0.05810729508455634	0.057200964464779014	0.05632246779620066	0.05547054249874253	0.05464400120405871	0.05384172623828968	0.0530626645833732	0.05230582326918414	0.05157026515413746	0.05085510505658325	0.05015950620343973	0.049482676966127924	0.048823867857057376	0.04818236876271998	0.04755750639193181	0.04694864191995739	0.046355168811197736	0.0457765108048517	0.045212120049495604	0.04466147537389526	0.044124080682583826	0.04359946346582918	0.043087173414588814	0.042586781131923095	0.042097876933120434	0.041620069727490765	0.041152985975415834	0.04069626871481311	0.040249576651683466	0.03981258330987499	0.03938497623472736	0.03896645625176772	0.03855673676380115	0.03815554309998213	0.0377626119011441	0.03737769054347391	0.03700053659706416	0.036630917316905855	0.03626860916407619	
n=5	1.3308867967232844e40	4.994979637904083e39	1.8750553880795966e39	7.040184575982451e38	2.643902300378496e38	9.931162274609667e37	3.7312129639371557e37	1.4021591460592714e37	5.2704049634329056e36	1.9814915824388508e36	7.451509823920125e35	2.8028666375885023e35	1.054554635544356e35	3.968685624833414e34	1.4939560645216487e34	5.625292492264227e33	2.118708860318972e33	7.982137040436609e32	3.0080962925801003e32	1.1339449974894445e32	4.275856285598302e31	1.6128290574525397e31	6.08542768179782e30	2.2968621335357557e30	8.672083931647743e29	3.2753713882433814e29	1.2375140165110822e29	4.677311828572606e28	1.7684933835663105e28	6.689227161788164e27	2.5311536147190613e27	9.58155458293689e26	3.628552773120864e26	1.3747261672950004e26	5.210624546910218e25	1.9758773250894764e25	7.496056375500812e24	2.8452125880353017e24	1.0804688535274114e24	4.105181852275286e23	1.560567197039363e23	5.93567544227406e22	2.2589336835933988e22	8.60183211325487e21	3.277491071585306e21	1.2495814115421656e21	4.7672727667393626e20	1.8199871792521675e20	6.952974030563012e19	2.6582054682104283e19	1.0170318364859703e19	3.894231415485818e18	1.4923274371753062e18	5.7236949358991584e17	2.1972253261035414e17	8.442581952225933e16	3.2471060795265948e16	1.2501361966548184e16	4.818128119144163e15	1.8590089826601545e15	7.181089585878632e14	2.7773478171315894e14	1.0755449983513594e14	4.170755854266757e13	1.6196482447194256e13	6.299135477341714e12	2.453765365122249e12	9.574537739471943e11	3.7426558695088855e11	1.4657775994054706e11	5.75222582403221e10	2.2622593550560978e10	8.917694244401814e9	3.5240220585246096e9	1.3963064288972797e9	5.548409521510856e8	2.2115785420895827e8	8.844951490195996e7	3.5503883597502604e7	1.4308344562301617e7	5.791659298625816e6	2.355641279339861e6	963232.8003614497	396214.88321935164	164065.17476036883	68447.27194681315	28800.06893207413	12236.844141297184	5258.377712701201	2289.686737730438	1012.7447598933874	456.4309637557332	210.44298899135072	99.76681723763966	48.941826357126324	25.031382668719946	13.45782748302119	7.665697246018597	4.652986790329979	3.0161516179237857	2.0833333333333335	1.524255490095513	1.171671541424865	0.9380875899475368	0.7760991677516699	0.6590582477651006	0.57140843015345	0.5037197469540595	0.45006285510393623	0.4065777729782149	0.3706692090627812	0.3405398895890968	0.31491149951437636	0.29285279738715	0.27367071571122836	0.25683936762922344	0.24195353425394844	0.22869497967137412	0.2168114619176446	0.20610006581808327	0.19639583336155933	0.1875633095366964	0.17949024429569774	0.172082837518898	0.16526210455495163	0.15896106666928242	0.15312255640268996	0.14769748664708496	0.14264347320809626	0.13792372951519688	0.1335060999146924	0.12936262574628568	0.12546850361433234	0.12180189184606344	0.11834342611508539	0.1150758780745587	0.11198386889084415	0.10905362765193972	0.10627278666282297	0.10363020722351968	0.1011158307249598	0.09872055087368287	0.0964361036298748	0.09425497205969433	0.09217030379696699	0.09017583920747585	0.08826584867152122	0.08643507766281798	0.08467869851631203	0.0829922679536428	0.08137168958022795	0.07981318068820459	0.07831324279941498	0.07686863546601107	0.07547635291606787	0.07413360319024787	0.07283778946499925	0.07158649329957495	0.07037745957961919	0.06920858296023354	0.06807789563716901	0.06698355629680675	0.06592384011447423	0.0648971296868845	0.06390190679848597	0.0629367449336106	0.06200030245678841	0.06109131639269543	0.06020859674511829	0.05935102130122224	0.058517530873439076	0.05770712493657191	0.0569188576223445	0.056151834037692624	0.05540520687667825	0.054678173299067094	0.05396997205140262	0.05327988080888019	0.05260721371851515	0.051951319126044046	0.05131157747072663	0.0506873993337567	0.050078223627363666	0.049483515912912786	0.048902766837410135	0.04833549067880066	0.04778122399062295	0.047239524342256	0.046709969137249494	0.0461921545166622	0.04568569433141076	0.045190219182080944	0.04470537552053708	0.04423082480873897	0.043766242730561095	0.04331131845275842	0.042865753931540726	0.04242926326150491	0.042001572063937405	0.04158241691173696	0.04117154478842524	
n=6	1.5892622939153472e40	5.964405375960162e39	2.2388555789606813e39	8.405704895754778e38	3.156553577300251e38	1.1856187256918817e38	4.454220828786805e37	1.673768005524266e37	6.290970964072877e36	2.3650544645808118e36	8.893401018301672e35	3.345031091770972e35	1.2584627434806544e35	4.735773638865199e34	1.7826020825337883e34	6.711713421335434e33	2.5277297125326615e33	9.52245448323642e32	3.5883197152224435e32	1.352571797931406e32	5.0998760833540425e31	1.9235003276118988e31	7.257075128140243e30	2.7388685253987505e30	1.0340096622010206e30	3.905041306472723e29	1.4752927828058636e29	5.57553364934963e28	2.107922104868138e28	7.972361790977467e27	3.0163961856733893e27	1.141730297855916e27	4.32332071093802e26	1.6377794279918425e26	6.207016242404545e25	2.3534533469546207e25	8.927493459372934e24	3.388137268664639e24	1.286490358248667e24	4.8873455488851936e23	1.857666529004426e23	7.0647737046170144e22	2.6882677224174183e22	1.0235261171301584e22	3.89929700409453e21	1.4864283423965035e21	5.669982503410573e20	2.1642622702855147e20	8.266837876026375e19	3.1599621381475414e19	1.2087862376023681e19	4.62759433151613e18	1.7730172868652777e18	6.798877323947145e17	2.6094173625958298e17	1.0024173485565208e17	3.854516990922776e16	1.4836334023215166e16	5.716611634812104e15	2.2050978519730165e15	8.515641296205824e14	3.292548148012793e14	1.2746738532468352e14	4.941367975494536e13	1.9182616802715793e13	7.457873570419914e12	2.904059968964725e12	1.1327124844876716e12	4.4258953010208813e11	1.7325981142025684e11	6.796140470216841e10	2.6714834455464745e10	1.05252417659267e10	4.1569213577897544e9	1.6460773498465009e9	6.536647248473923e8	2.603661344527952e8	1.0405170495922154e8	4.173249311396256e7	1.6803597714856394e7	6.795102190934921e6	2.7608524163211924e6	1.1276171347530244e6	463240.0917446818	191547.80345332675	79787.1512295137	33512.36057159872	14210.833368846572	6092.934134101016	2646.301987288845	1167.0507441827156	524.2019633468352	240.75022677426938	113.62464890783171	55.4562920936306	28.202380759165067	15.070262445123873	8.53082153219376	5.1475148397953046	3.319451957072278	2.283333333333333	1.6655257543538797	1.277677391134703	1.021710645515986	0.844734827365354	0.7171531949375534	0.6217621005508273	0.5481737897742894	0.48987913634141683	0.44265312676018137	0.4036619122169242	0.37094683742286316	0.3431169361667566	0.3191600927077459	0.2983237146937353	0.2800372766071893	0.2638607690190115	0.24944958857333296	0.23653011371852994	0.22488238176464193	0.2143275833683002	0.20471888778908165	0.1959346117220397	0.18787306390194644	0.1804486058892578	0.17358860766119974	0.1672310699152087	0.16132274899155744	0.155817664818992	0.15067590370311648	0.14586265020941097	0.14134739861445567	0.1371033062578309	0.13310665988767728	0.12933643262806405	0.12577391411633265	0.12240232716703622	0.11920685964438077	0.11617399902003853	0.11329164136966628	0.11054885494293672	0.10793574163340589	0.10544331763855513	0.1030634102790762	0.10078856848138404	0.0986119848583705	0.09652742767249084	0.0945291812493544	0.0926119936422423	0.09077103053869334	0.08900183455757664	0.08730028921529173	0.08566258694798258	0.08408520066695915	0.08256485840013841	0.08109852063584728	0.07968336003888708	0.07831674325404846	0.07699621455068438	0.07571948109463304	0.07448439966167097	0.07328896463053411	0.0721312971140135	0.0710096351042343	0.06992232452340377	0.0688678110844316	0.06784463287718837	0.06685141360603446	0.06588685641283536	0.06494973822716653	0.06403890459195039	0.06315326491849581	0.0622917881299335	0.06145349865645598	0.060637472749658146	0.059842835086703884	0.05906875563807284	0.05831444677532411	0.05757916059768979	0.05686218645842278	0.05616284867369968	0.055480504397978976	0.05481454165516193	0.05416437750452563	0.053529456340847735	0.05290924831020244	0.052303247835121636	0.05171097223997029	0.0511319604686805	0.05056577188768478	0.050011985167516246	0.049470197237109735	0.04894002230534948	0.04842109094487156	0.047913049233548055	0.04741555794946082	0.04692829181551597	0.04645093879016473	0.0459831994009801	0.045524786118098765	0.04507542276477316	
n=7	1.8451552396623843e40	6.924426274594356e39	2.599091829506458e39	9.757715758681537e38	3.664082420325534e38	1.3761783325763327e38	5.169857172916112e37	1.942579140614014e37	7.300915242351169e36	2.74458339995612e36	1.0319966746563653e36	3.881371178743001e35	1.4601565402483576e35	5.4944402037687505e34	2.0680440686509286e34	7.785939616734346e33	2.932107367969861e33	1.1045085704433029e33	4.161803597158322e32	1.568629344553532e32	5.914097156540922e31	2.230432882124605e31	8.414451050566389e30	3.175424647901493e30	1.1987284989893508e30	4.526750841432345e29	1.7100270750906324e29	6.462105853637579e28	2.442890784682603e28	9.238412048059953e27	3.495090906139475e27	1.322794148918447e27	5.0084538236144396e26	1.8971335271521112e26	7.189196742347206e25	2.7255663381695314e25	1.0337915971002976e25	3.922972854397736e24	1.489395982980912e24	5.65749843530044e23	2.1501326241981635e23	8.175985375615173e22	3.1106912151239003e22	1.1841969384808446e22	4.510762165580907e21	1.7192699911463845e21	6.557164654978793e20	2.5025120537736996e20	9.557298607971512e19	3.6526196206300807e19	1.396999177908208e19	5.347158795742934e18	2.048324877225591e18	7.853041075070701e17	3.01339131354501e17	1.1573592524747294e17	4.449316309724081e16	1.7121800867191694e16	6.595634649104287e15	2.543525336075346e15	9.819983698167025e14	3.7958172099020656e14	1.469082302029523e14	5.693270861434e13	2.20944566754522e13	8.587050332330672e12	3.342567531113494e12	1.3032608856434292e12	5.090267313372383e11	1.991842393119572e11	7.809552487720879e10	3.0683925259543076e10	1.2082921076411009e10	4.76956296852585e9	1.8875911713938508e9	7.491106405751455e8	2.981871880855739e8	1.1908178992149039e8	4.7724089672938466e7	1.920017740275095e7	7.757245399130422e6	3.148676606488754e6	1.2846347551830295e6	527122.0417317452	217678.7602755927	90540.70994998913	37967.82938403785	16071.079882393376	6876.477127441142	2979.702927190435	1310.6122478305206	586.8996559331529	268.6042846565467	126.26192216198855	61.342318334002826	31.03633559091862	16.4931176871097	9.283421582852716	5.571272259692956	3.5755375866263828	2.45	1.7820239690043311	1.3644388468164697	1.0898201099659637	0.9004813546548047	0.7642756276834566	0.6625899472968855	0.5842257128683462	0.5221878299436502	0.47194808310496933	0.43047605003705836	0.39568099887236535	0.36608028873298204	0.3405962904928819	0.3184283684304599	0.29896995346548944	0.28175344821648335	0.266412757956072	0.2526572567766038	0.24025334132477733	0.2290111250421791	0.21877468262020736	0.2094147901266978	0.2008234482962244	0.19290969911746841	0.18559639347517795	0.17881766712050773	0.17251695044298057	0.16664538492537864	0.16116055258448178	0.15602544856413617	0.15120764429165912	0.14667860121029658	0.1424131044063533	0.13838879238952545	0.1345857645083795	0.13098625144863252	0.12757433729742637	0.12433572399829329	0.12125753084085913	0.11832812305272802	0.11553696468189886	0.11287441891853321	0.11033193190274947	0.10790149489762357	0.10557585846401019	0.1033483854625612	0.10121298773452968	0.09916407048195272	0.09719648327655722	0.09530547679357709	0.09348666450482736	0.09173598868022008	0.0900496901427281	0.08842428130203553	0.08685652205953205	0.08534339823414003	0.08388210220653079	0.08247001552005981	0.08110469321144465	0.07978384967381033	0.07850534588005656	0.0772671778162291	0.0760674659932685	0.07490444592162337	0.07377645944714556	0.0726819468587507	0.07161943968880674	0.07058755413633008	0.0695849850510217	0.06861050042312278	0.06766293633015401	0.06674119229693991	0.06584422703001074	0.06497105449160527	0.06412074028214176	0.06329239830324457	0.062485187676262995	0.0616983098937467	0.060931006183585226	0.0601825550675144	0.05945227009747036	0.05873949775485693	0.058043615498364835	0.05736402995307711	0.05670017521746893	0.05605151129432954	0.055417522624504514	0.0547977167197956	0.05419162288662491	0.05359879103350952	0.053018790555994975	0.05245120929324041	0.0518956525509403	0.051351742185713666	0.05081911574649621	0.05029742566883702	0.04978633851833528	0.04928553427975554	0.0487947056886357	0.0483135576024534	
